Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;0,267020;0,200050;0,336683;5,215611;6756,840935;16751230282,683672;0,002588;0,250000;6,315662;0,087393;0,249289;0,802609;0,186109;0,153411;0,031417
2;0,329697;0,168190;0,280511;5,284302;6909,500789;13330442636,023329;0,004179;0,250000;9,359845;0,066247;0,214264;0,710752;0,137189;0,104435;0,019437
3;0,267732;0,200900;0,340233;5,222227;6750,251172;16258497723,974495;0,003056;0,250000;6,664459;0,086352;0,253881;0,802885;0,200807;0,146607;0,036814
4;0,305755;0,180090;0,302797;5,261181;6849,007147;14532959812,439005;0,003210;0,250000;8,185158;0,075497;0,227300;0,760041;0,149058;0,116298;0,028037
5;0,299006;0,182910;0,309743;5,247281;6831,673830;15212903413,912418;0,001869;0,250000;7,663861;0,073811;0,235932;0,766060;0,163471;0,121578;0,024749
6;0,292461;0,187530;0,312494;5,246919;6812,568579;15282162851,289404;0,001850;0,250000;7,583968;0,079570;0,232924;0,766265;0,168577;0,127514;0,024064
7;0,288670;0,189030;0,322384;5,236662;6805,530993;15816775814,905434;0,002604;0,250000;7,156893;0,075324;0,247060;0,792712;0,157859;0,146763;0,026720
8;0,278558;0,194970;0,331675;5,225567;6774,769127;16184217780,854350;0,002793;0,250000;6,854990;0,077056;0,254619;0,805642;0,175657;0,148790;0,023380
9;0,273628;0,197070;0,332385;5,221016;6767,284481;16417199506,197947;0,002242;0,250000;6,619314;0,082259;0,250127;0,796552;0,180013;0,159806;0,021376
10;0,250268;0,209150;0,350549;5,197262;6712,086591;17447160433,579926;0,002268;0,250000;5,744415;0,091907;0,258642;0,836395;0,198319;0,165189;0,023427
11;0,272137;0,196970;0,335430;5,217417;6765,742825;16553700057,691835;0,002480;0,250000;6,483305;0,081043;0,254387;0,803510;0,186179;0,153473;0,024733
12;0,325199;0,170580;0,283600;5,283713;6895,985591;13347963237,427856;0,004049;0,250000;9,266933;0,069734;0,213866;0,720371;0,128739;0,108696;0,032086
13;0,279328;0,193940;0,325551;5,229912;6782,926783;16150401958,353348;0,001725;0,250000;6,869196;0,082733;0,242818;0,788015;0,191933;0,129110;0,026087
14;0,293717;0,186010;0,312576;5,246525;6819,754802;15285418985,356888;0,003176;0,250000;7,533703;0,079513;0,233063;0,772930;0,159274;0,125857;0,030790
15;0,250722;0,208910;0,354947;5,199788;6713,413578;17297390134,417050;0,002184;0,250000;5,818613;0,090918;0,264028;0,835002;0,197717;0,179952;0,028763
16;0,351975;0,157090;0,265312;5,315943;6971,254349;11391958892,066704;0,003002;0,250000;11,000670;0,062664;0,202648;0,683316;0,124580;0,082225;0,026139
17;0,287789;0,188610;0,318987;5,239588;6806,634529;15572836595,007053;0,001928;0,250000;7,253453;0,080709;0,238278;0,782951;0,169184;0,127522;0,028724
18;0,307155;0,180650;0,302559;5,260214;6844,890608;14538464028,456385;0,002599;0,250000;8,303584;0,071095;0,231465;0,754132;0,153171;0,122835;0,020067
19;0,254877;0,205740;0,350324;5,201689;6727,599195;17153038528,517982;0,002006;0,250000;5,890784;0,090089;0,260235;0,827503;0,206781;0,161486;0,018717
20;0,283641;0,191950;0,325588;5,234559;6792,077814;15861806848,481358;0,002622;0,250000;7,100272;0,079444;0,246144;0,790162;0,174630;0,143433;0,024749
21;0,272634;0,197220;0,328997;5,220842;6767,392347;16518996774,800074;0,003265;0,250000;6,545292;0,085273;0,243724;0,798209;0,176213;0,144822;0,025418
22;0,264526;0,201410;0,341654;5,213118;6746,888045;16809890628,990837;0,002081;0,250000;6,270010;0,086149;0,255505;0,814305;0,195163;0,155618;0,022059
23;0,283914;0,191570;0,323386;5,233768;6792,657867;15897490016,467585;0,002411;0,250000;7,063636;0,079781;0,243605;0,782489;0,182430;0,131240;0,032086
24;0,291068;0,187090;0,311143;5,243265;6816,483395;15566925871,618587;0,002898;0,250000;7,330246;0,081997;0,229146;0,768834;0,161834;0,126006;0,025384
25;0,313444;0,176350;0,293581;5,269074;6867,481222;14179394831,383324;0,001903;0,250000;8,553798;0,073319;0,220262;0,740893;0,147712;0,105560;0,025384
26;0,268719;0,199270;0,337971;5,214823;6754,595464;16729029858,640087;0,002104;0,250000;6,381390;0,082563;0,255408;0,799381;0,190044;0,160065;0,029451
27;0,307745;0,179920;0,301896;5,265716;6851,514171;14384847373,560879;0,002372;0,250000;8,354318;0,074942;0,226955;0,750861;0,153562;0,116345;0,034690
28;0,281900;0,192130;0,326680;5,232327;6790,651202;15912885414,446205;0,002256;0,250000;6,979405;0,080555;0,246124;0,797256;0,170642;0,143203;0,024700
29;0,290800;0,187450;0,316841;5,241704;6811,143275;15473678420,129520;0,002097;0,250000;7,381543;0,078272;0,238568;0,774194;0,171274;0,133253;0,020013
30;0,278072;0,194980;0,331507;5,226891;6777,420375;16220080149,905855;0,003112;0,250000;6,798744;0,079452;0,252055;0,796150;0,178944;0,153473;0,026052
