Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;-0,223493;0,824900;0,086376;3,159725;4000,000000;-622727262,864780;0,454697;0,040000;0,300000;0,059515;0,026861;0,314629;0,003257;0,010396;0,000000
2;-0,230020;0,696820;0,231569;3,537187;4000,000000;-1193966725,905275;0,295655;0,040000;0,323003;0,075875;0,155694;0,546512;0,159803;0,078813;0,000715
3;-0,221873;0,827600;0,080157;3,139933;4000,000000;-593419561,038595;0,470175;0,040000;0,300000;0,050993;0,029164;0,289581;0,003394;0,009677;0,000000
4;-0,221781;0,820500;0,085962;3,161413;4000,000000;-618048399,326700;0,483725;0,040000;0,300000;0,048527;0,037435;0,321453;0,006414;0,005003;0,000000
5;-0,222599;0,823500;0,087537;3,160301;4000,000000;-619874051,654815;0,464628;0,040000;0,300000;0,053085;0,034452;0,316523;0,010020;0,003788;0,000000
6;-0,227552;0,761120;0,160597;3,388498;4000,000000;-971109607,154946;0,466467;0,040000;0,300000;0,064462;0,096135;0,474584;0,052954;0,029503;0,000000
7;-0,220461;0,827440;0,071160;3,127443;4000,000000;-560963882,637842;0,466604;0,040000;0,300000;0,045056;0,026104;0,268878;0,005260;0,005814;0,000000
8;-0,223696;0,818580;0,092940;3,185051;4000,000000;-665624233,151328;0,468350;0,040000;0,300000;0,057640;0,035300;0,326789;0,007697;0,010712;0,000000
9;-0,222600;0,812610;0,089051;3,193303;4000,000000;-664438696,033044;0,472893;0,040000;0,300000;0,052999;0,036053;0,315556;0,011671;0,011848;0,000000
10;-0,223591;0,820060;0,090315;3,173614;4000,000000;-649191473,766375;0,469809;0,040000;0,300000;0,057629;0,032685;0,320318;0,012172;0,013845;0,000000
11;-0,223562;0,819550;0,097052;3,183956;4000,000000;-659000064,912641;0,480667;0,040000;0,300000;0,054991;0,042062;0,345431;0,010217;0,008969;0,000000
12;-0,224612;0,824060;0,098922;3,163700;4000,000000;-635784848,374609;0,461281;0,040000;0,300000;0,059883;0,039039;0,347059;0,007884;0,011229;0,000000
13;-0,222777;0,827220;0,084746;3,134491;4000,000000;-580593844,694470;0,451998;0,040000;0,300000;0,055843;0,028903;0,304878;0,006627;0,009934;0,000000
14;-0,225065;0,801230;0,110865;3,246857;4000,000000;-766279721,089007;0,477811;0,040000;0,300000;0,062084;0,048780;0,383892;0,014988;0,012557;0,000000
15;-0,224398;0,809830;0,101761;3,214706;4000,000000;-708672292,643477;0,451791;0,040000;0,300000;0,061644;0,040117;0,350814;0,012361;0,013134;0,000000
16;-0,231749;0,725780;0,220868;3,472757;4000,000000;-1108475969,610980;0,361419;0,040000;0,305185;0,080350;0,140518;0,534941;0,151365;0,061493;0,000000
17;-0,227034;0,787450;0,132922;3,303845;4000,000000;-858687205,090586;0,467091;0,040000;0,300000;0,067590;0,065332;0,423362;0,030058;0,016210;0,000812
18;-0,226611;0,737990;0,177182;3,434014;4000,000000;-1026678049,729502;0,403723;0,040000;0,304015;0,061402;0,115780;0,475214;0,083461;0,042323;0,000000
19;-0,223775;0,811720;0,100199;3,202354;4000,000000;-686568928,391869;0,477039;0,040000;0,300000;0,056807;0,043392;0,341849;0,012626;0,013814;0,000000
20;-0,226262;0,801910;0,120083;3,252819;4000,000000;-772855932,558015;0,476727;0,040000;0,300000;0,064819;0,055264;0,389581;0,021079;0,018757;0,000000
21;-0,223331;0,812430;0,094487;3,214312;4000,000000;-702981254,460829;0,477841;0,040000;0,300000;0,054799;0,039688;0,332094;0,010658;0,009768;0,000000
22;-0,224473;0,813440;0,104317;3,208448;4000,000000;-706297674,786962;0,481471;0,040000;0,300000;0,057786;0,046531;0,354938;0,015704;0,013300;0,000000
23;-0,224898;0,789030;0,123891;3,309267;4000,000000;-846896161,535906;0,486094;0,040000;0,300000;0,057051;0,066840;0,390523;0,028790;0,024845;0,000000
24;-0,223854;0,811610;0,097844;3,213599;4000,000000;-712472575,561147;0,484275;0,040000;0,300000;0,056219;0,041625;0,340571;0,011194;0,013366;0,000859
25;-0,224861;0,805960;0,107993;3,239648;4000,000000;-754040130,752897;0,480304;0,040000;0,300000;0,059054;0,048940;0,364336;0,015694;0,013277;0,000000
26;-0,222850;0,798170;0,099218;3,258460;4000,000000;-759483197,986493;0,480202;0,040000;0,300000;0,052269;0,046948;0,329885;0,011635;0,023162;0,000000
27;-0,226268;0,780260;0,132264;3,335264;4000,000000;-894969715,946676;0,454919;0,040000;0,300000;0,065911;0,066353;0,417307;0,028703;0,018569;0,000000
28;-0,228412;0,754480;0,172845;3,415187;4000,000000;-1004623997,904110;0,450190;0,040000;0,300000;0,066584;0,106260;0,477880;0,076841;0,040689;0,000000
29;-0,226933;0,799160;0,123802;3,270309;4000,000000;-801075795,484022;0,474832;0,040000;0,300000;0,068028;0,055774;0,398559;0,025210;0,016024;0,000000
30;-0,223303;0,800820;0,101847;3,237587;4000,000000;-737412136,275750;0,476651;0,040000;0,300000;0,054792;0,047055;0,341341;0,010353;0,009988;0,000000
