Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;-0,204623;0,479490;0,729813;4,591033;5087,887987;13215362149,027080;0,001351;0,040000;0,557903;0,120037;0,609776;0,932841;0,876881;0,747537;0,026122
2;0,043359;0,198430;0,339260;4,866152;5886,336387;10987725895,530212;0,003150;0,069718;1,827253;0,071225;0,268035;0,868185;0,165378;0,118884;0,024733
3;0,032151;0,206030;0,353777;4,861243;5854,541877;11161858316,535310;0,003029;0,052793;1,711882;0,075955;0,277823;0,880412;0,192463;0,124291;0,028743
4;-0,065691;0,282180;0,532335;4,810154;5604,970438;11951133474,897459;0,002317;0,040000;1,172727;0,094612;0,437723;0,911349;0,749065;0,136126;0,029412
5;-0,019404;0,243990;0,438798;4,827084;5715,771393;11699260174,987190;0,002695;0,040000;1,350865;0,085132;0,353666;0,889965;0,471385;0,122885;0,026756
6;-0,182407;0,393860;0,728723;4,705883;5308,644318;12761881493,036362;0,001810;0,040000;0,741828;0,111145;0,617577;0,928221;0,872646;0,752556;0,027425
7;-0,205535;0,482870;0,734658;4,586776;5080,044588;13235620399,652010;0,001053;0,040000;0,552868;0,119440;0,615218;0,920183;0,871155;0,790356;0,023411
8;-0,057846;0,276210;0,511801;4,813168;5619,541619;11952261563,724882;0,001982;0,040000;1,200741;0,094002;0,417799;0,899721;0,685141;0,152262;0,022029
9;-0,218199;0,522060;0,735085;4,489746;5000,000000;13440635159,698412;0,001238;0,040000;0,450872;0,132509;0,602576;0,920267;0,876320;0,785243;0,024716
10;-0,219311;0,528860;0,730773;4,467639;5000,000000;13478814955,165607;0,001682;0,040000;0,430030;0,133121;0,597653;0,931579;0,871453;0,758903;0,026756
11;-0,193701;0,436790;0,732054;4,658088;5199,584434;12986871923,918238;0,001666;0,040000;0,652658;0,115202;0,616852;0,926367;0,883993;0,758607;0,024683
12;0,030061;0,206560;0,351129;4,858856;5852,339385;11245181060,847574;0,002595;0,049577;1,659619;0,079215;0,271914;0,869640;0,196627;0,126562;0,027406
13;-0,191293;0,428590;0,738385;4,664383;5218,205444;13005706838,397032;0,001787;0,040000;0,664557;0,106442;0,631943;0,922942;0,884774;0,782752;0,028801
14;-0,200202;0,458210;0,739554;4,619753;5142,500356;13069350041,030584;0,000944;0,040000;0,596926;0,117955;0,621599;0,930986;0,888396;0,774141;0,025367
15;-0,225033;0,559600;0,733004;4,378372;5000,000000;13589068459,225039;0,018407;0,040000;0,358431;0,150573;0,582431;0,934035;0,866338;0,768971;0,018595
16;0,059481;0,187360;0,320191;4,878315;5932,021036;10516613786,777906;0,004860;0,093902;2,103364;0,066288;0,253902;0,864244;0,133557;0,083165;0,022788
17;0,037567;0,202260;0,344582;4,862651;5871,557507;11121646628,888132;0,003210;0,061462;1,747031;0,074710;0,269872;0,872282;0,178908;0,115679;0,030161
18;-0,129103;0,335690;0,651866;4,772958;5456,945998;12311421054,534971;0,002420;0,040000;0,961511;0,104902;0,546965;0,921555;0,842358;0,484330;0,036096
19;-0,219656;0,530180;0,730757;4,464515;5000,000000;13478550408,538261;0,001498;0,040000;0,428453;0,134158;0,596600;0,925316;0,876070;0,756768;0,032798
20;-0,217360;0,520550;0,732929;4,489744;5000,000000;13431628485,248283;0,000839;0,040000;0,451582;0,128342;0,604587;0,924126;0,882756;0,765619;0,022697
21;-0,208724;0,491350;0,735564;4,562435;5054,044654;13277779423,480020;0,001110;0,040000;0,524260;0,121256;0,614308;0,930648;0,885616;0,765740;0,020080
22;-0,217268;0,519740;0,731189;4,495282;5000,000000;13426434160,915485;0,001514;0,040000;0,455408;0,131313;0,599876;0,919775;0,875598;0,773082;0,022712
23;-0,123787;0,332700;0,646817;4,774750;5464,893499;12379819621,360490;0,002125;0,040000;0,964346;0,099487;0,547331;0,915996;0,821502;0,504886;0,024048
24;-0,102769;0,313800;0,602376;4,786569;5514,133072;12240874167,335762;0,002388;0,040000;1,031210;0,098740;0,503636;0,909790;0,817376;0,340210;0,026070
25;0,042797;0,197480;0,338607;4,867708;5889,327425;10983930439,463118;0,002862;0,068956;1,817236;0,074333;0,264273;0,864261;0,163642;0,118904;0,028112
26;-0,220725;0,533560;0,729429;4,459811;5000,000000;13489660767,086490;0,002027;0,040000;0,422637;0,139513;0,589915;0,921569;0,880028;0,756768;0,024749
27;0,024233;0,211080;0,364717;4,856284;5835,745655;11339630593,563417;0,002972;0,041540;1,593430;0,079322;0,285395;0,875862;0,231444;0,127360;0,032150
28;-0,202838;0,468320;0,736788;4,607982;5114,348886;13131739168,013062;0,001214;0,040000;0,577556;0,122661;0,614127;0,931564;0,880327;0,767997;0,032710
29;-0,111311;0,322000;0,622243;4,778434;5494,079955;12286384436,688236;0,002057;0,040000;1,003925;0,096440;0,525803;0,917861;0,821857;0,409072;0,020027
30;-0,187868;0,415620;0,729326;4,681776;5255,628244;12902445385,424543;0,001890;0,040000;0,693771;0,109301;0,620025;0,918125;0,872041;0,771793;0,020094
