Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;0,166340;0,208700;0,351574;5,052496;6422,718338;16105931337,958616;0,002308;0,250000;3,681888;0,090355;0,261218;0,860200;0,187626;0,150685;0,026052
2;0,219531;0,181520;0,302852;5,114326;6544,414029;14242020955,232767;0,002556;0,250000;5,178618;0,072871;0,229981;0,777473;0,135628;0,110036;0,030080
3;0,209792;0,186610;0,310642;5,106831;6521,628724;14464486014,208824;0,003153;0,250000;4,934127;0,078016;0,232627;0,781368;0,150118;0,120968;0,028724
4;0,203148;0,189470;0,317130;5,093893;6506,952558;14900113101,190216;0,002075;0,250000;4,621056;0,077836;0,239294;0,804962;0,153044;0,119211;0,025401
5;0,216090;0,181260;0,308728;5,103280;6542,578913;14597462847,843666;0,001863;0,250000;4,862821;0,070474;0,238254;0,788045;0,142761;0,117103;0,025401
6;0,185079;0,199030;0,336342;5,074767;6463,201712;15414041359,111740;0,002055;0,250000;4,193950;0,083173;0,253170;0,827148;0,184299;0,125604;0,033400
7;0,196373;0,193480;0,331473;5,079674;6489,911500;15441088476,135643;0,003371;0,250000;4,291724;0,072364;0,259109;0,818589;0,168792;0,139215;0,027388
8;0,197170;0,192730;0,326806;5,084229;6492,275348;15249233080,865170;0,002306;0,250000;4,404006;0,075994;0,250812;0,817963;0,161279;0,132341;0,024096
9;0,186594;0,197840;0,332690;5,072451;6470,677381;15612188029,903116;0,002273;0,250000;4,097162;0,082563;0,250127;0,827301;0,157133;0,152884;0,020067
10;0,157017;0,214390;0,365537;5,043220;6400,428179;16525462405,282513;0,001609;0,238359;3,390307;0,090623;0,274914;0,885517;0,199396;0,160081;0,028763
11;0,191326;0,195440;0,331609;5,076855;6479,345947;15448744595,027458;0,002549;0,250000;4,213980;0,078211;0,253398;0,832358;0,166498;0,126863;0,027388
12;0,233317;0,174060;0,290767;5,131383;6582,116504;13698127902,637486;0,003980;0,250000;5,596836;0,069322;0,221445;0,758053;0,125295;0,100242;0,024064
13;0,181758;0,202210;0,341503;5,066933;6453,169736;15804523396,225735;0,002561;0,250000;4,005319;0,080240;0,261263;0,842798;0,184388;0,136970;0,024700
14;0,203123;0,188290;0,317509;5,087947;6510,448517;15067791744,682032;0,001975;0,250000;4,509650;0,075472;0,242037;0,815898;0,144444;0,120627;0,020067
15;0,172454;0,205950;0,347490;5,056308;6433,660069;16006746086,447304;0,001972;0,250000;3,791271;0,085145;0,262345;0,856699;0,164480;0,163908;0,029412
16;0,259306;0,160110;0,272479;5,159776;6650,875126;12437843941,450396;0,002258;0,250000;6,590187;0,059507;0,212972;0,718036;0,117489;0,081961;0,024716
17;0,207181;0,186760;0,314312;5,098662;6519,171134;14744719529,662048;0,001804;0,250000;4,733622;0,077032;0,237280;0,804527;0,152474;0,107531;0,023396
18;0,207791;0,187310;0,314999;5,098236;6516,308443;14674978202,355352;0,003602;0,250000;4,794609;0,074488;0,240511;0,805765;0,134434;0,127522;0,027443
19;0,158704;0,212890;0,364235;5,047029;6406,507534;16375089633,104656;0,001770;0,240608;3,457600;0,091692;0,272543;0,870879;0,203561;0,160290;0,036716
20;0,188880;0,196310;0,338027;5,070758;6476,384407;15577234150,925127;0,002827;0,250000;4,094924;0,076276;0,261750;0,844103;0,173401;0,123238;0,031459
21;0,178262;0,202320;0,340540;5,065214;6451,450053;15817145572,015694;0,002750;0,250000;3,915682;0,085769;0,254771;0,849174;0,175680;0,134545;0,022059
22;0,192002;0,194890;0,330190;5,080118;6484,307768;15425666718,212114;0,002600;0,250000;4,234803;0,080519;0,249670;0,816270;0,170077;0,138654;0,024700
23;0,197566;0,191700;0,326642;5,083111;6494,527433;15251579135,517437;0,001809;0,250000;4,378561;0,075730;0,250912;0,819559;0,157258;0,134700;0,026052
24;0,188760;0,197650;0,335057;5,079546;6473,146143;15410017297,947218;0,001754;0,250000;4,243998;0,081533;0,253524;0,825326;0,173562;0,137152;0,028763
25;0,208555;0,185050;0,316168;5,097377;6527,231485;14756158974,533167;0,001786;0,250000;4,701317;0,075071;0,241097;0,798841;0,153950;0,115679;0,024749
26;0,188392;0,196310;0,331067;5,073992;6475,271271;15563359228,637583;0,002264;0,250000;4,126401;0,081372;0,249696;0,834423;0,157364;0,136290;0,022044
27;0,203584;0,189870;0,320661;5,095569;6507,204797;14822769225,666271;0,002670;0,250000;4,657964;0,076440;0,244221;0,806662;0,159610;0,118453;0,030120
28;0,174618;0,202490;0,341278;5,060119;6447,678113;15865360279,451073;0,002356;0,250000;3,814556;0,089351;0,251927;0,845995;0,171265;0,140040;0,031459
29;0,199597;0,190430;0,323025;5,086033;6501,925246;15160496925,019672;0,002301;0,250000;4,423100;0,076650;0,246375;0,814802;0,155705;0,126914;0,026738
30;0,198024;0,191460;0,323195;5,088647;6496,930959;15109522309,563840;0,002698;0,250000;4,454304;0,079380;0,243816;0,800757;0,157647;0,144006;0,022712
