Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;-0,251642;0,851310;0,417028;3,847955;4625,000000;8466359145,725928;0,450317;0,040000;0,300000;0,207259;0,209769;0,909681;0,151111;0,084430;0,000000
2;-0,246168;0,770930;0,531541;3,980875;4625,000000;8224902971,517948;0,385972;0,040000;0,300000;0,176729;0,354811;0,918702;0,488257;0,281643;0,003873
3;-0,235058;0,604570;0,660047;4,097636;4625,000000;8044993810,366486;0,157070;0,040000;0,323586;0,128154;0,531893;0,927813;0,806038;0,587765;0,011947
4;-0,244981;0,742110;0,559844;4,012110;4625,000000;8177868672,863412;0,355076;0,040000;0,300000;0,172344;0,387500;0,918225;0,618567;0,336257;0,004566
5;-0,247565;0,779650;0,526142;3,974884;4625,000000;8235193245,023626;0,396155;0,040000;0,300000;0,181344;0,344798;0,917217;0,480670;0,256614;0,003925
6;-0,249277;0,813210;0,476088;3,918881;4625,000000;8341038503,158934;0,427698;0,040000;0,300000;0,193441;0,282647;0,914336;0,308208;0,154876;0,000839
7;-0,251074;0,851150;0,424235;3,857624;4625,000000;8462760549,806470;0,453853;0,040000;0,300000;0,203725;0,220510;0,893291;0,137931;0,101775;0,000000
8;-0,245891;0,777130;0,518332;3,975275;4625,000000;8252393527,418948;0,395792;0,040000;0,300000;0,174457;0,343875;0,911822;0,440447;0,256684;0,002373
9;-0,255074;0,879410;0,379905;3,786476;4625,000000;8575579114,811232;0,441462;0,040000;0,300000;0,233828;0,146076;0,875648;0,098795;0,051451;0,000948
10;-0,252080;0,871680;0,381245;3,805500;4625,000000;8564528207,651283;0,448372;0,040000;0,300000;0,216244;0,165001;0,900000;0,091121;0,051606;0,000000
11;-0,246680;0,787510;0,511238;3,954594;4625,000000;8297433617,348326;0,403351;0,040000;0,300000;0,174456;0,336782;0,922303;0,434402;0,234790;0,002364
12;-0,233692;0,590150;0,663624;4,114877;4625,000000;8036601372,876256;0,116903;0,040000;0,332944;0,122267;0,541357;0,919378;0,817765;0,588525;0,010586
13;-0,250787;0,850950;0,416169;3,855261;4625,000000;8466077227,414289;0,460674;0,040000;0,300000;0,203950;0,212219;0,906182;0,149770;0,083700;0,000000
14;-0,248080;0,775070;0,533185;3,975941;4625,000000;8229400013,046781;0,390122;0,040000;0,300000;0,185426;0,347759;0,925712;0,461823;0,286575;0,003140
15;-0,250923;0,839530;0,441755;3,879660;4625,000000;8425092148,462264;0,445101;0,040000;0,300000;0,201210;0,240545;0,912549;0,203327;0,099656;0,000000
16;-0,234264;0,558650;0,691072;4,120130;4625,000000;7975638328,234489;0,020054;0,040000;0,333703;0,126199;0,564873;0,924152;0,856191;0,629983;0,016349
17;-0,248874;0,785120;0,521916;3,965621;4625,000000;8244191922,866242;0,399666;0,040000;0,300000;0,187345;0,334571;0,915061;0,462380;0,252419;0,000802
18;-0,231581;0,551510;0,686419;4,152295;4625,000000;7977189489,855814;0,019339;0,040000;0,351110;0,112477;0,573943;0,927465;0,847251;0,618219;0,019688
19;-0,247320;0,807210;0,474862;3,928870;4625,000000;8339538625,848553;0,420125;0,040000;0,300000;0,182887;0,291975;0,915421;0,311146;0,146319;0,001652
20;-0,253524;0,855850;0,422462;3,848624;4625,000000;8453471185,497870;0,452928;0,040000;0,300000;0,218045;0,204417;0,901393;0,129630;0,069091;0,002648
21;-0,255599;0,890070;0,352975;3,753585;4625,000000;8635628486,622114;0,447582;0,040000;0,300000;0,235984;0,116991;0,880952;0,071960;0,028226;0,000000
22;-0,254990;0,869530;0,401561;3,817238;4625,000000;8515525959,536058;0,456639;0,040000;0,300000;0,227090;0,174471;0,880141;0,107226;0,065445;0,000929
23;-0,252623;0,839660;0,448178;3,885112;4625,000000;8397452355,463324;0,451778;0,040000;0,300000;0,209470;0,238708;0,908513;0,190099;0,116822;0,000849
24;-0,251628;0,844780;0,432307;3,869861;4625,000000;8424422969,757642;0,464374;0,040000;0,300000;0,204077;0,228230;0,896742;0,179167;0,084862;0,001715
25;-0,252105;0,835240;0,452706;3,884157;4625,000000;8390762212,578621;0,445715;0,040000;0,300000;0,207286;0,245420;0,901395;0,183838;0,101580;0,005159
26;-0,252465;0,881670;0,349812;3,778228;4625,000000;8604827899,063440;0,461168;0,040000;0,300000;0,223804;0,126008;0,866158;0,052369;0,038647;0,000000
27;-0,242249;0,732710;0,556164;4,019480;4625,000000;8170782081,996923;0,340081;0,040000;0,301356;0,159751;0,396413;0,918592;0,613285;0,328739;0,002304
28;-0,254876;0,863270;0,409641;3,832257;4625,000000;8488828856,510793;0,452098;0,040000;0,300000;0,228924;0,180717;0,907850;0,116505;0,054827;0,000894
29;-0,254472;0,841560;0,451802;3,877716;4625,000000;8399697208,191841;0,441765;0,040000;0,300000;0,222753;0,229049;0,905967;0,202381;0,095808;0,000853
30;-0,248886;0,806600;0,493390;3,941428;4625,000000;8302951793,115581;0,431064;0,040000;0,300000;0,187584;0,305806;0,907988;0,337115;0,190572;0,004942
