Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;0,389265;0,200660;0,339353;5,417959;7190,695255;15745618542,285600;0,002838;0,250000;12,312036;0,090393;0,248960;0,784932;0,202293;0,170909;0,020053
2;0,432050;0,180410;0,302689;5,468692;7294,426120;11478714836,756126;0,004228;0,250000;16,513591;0,078031;0,224658;0,712715;0,174806;0,143894;0,022074
3;0,425711;0,183890;0,310872;5,463435;7276,588799;11813900842,818962;0,002416;0,250000;16,088955;0,079745;0,231128;0,724623;0,174059;0,153846;0,036814
4;0,408024;0,191620;0,321229;5,441459;7234,986080;13765921868,387222;0,002721;0,250000;14,188823;0,086419;0,234811;0,762543;0,188889;0,140499;0,025418
5;0,405391;0,192720;0,325221;5,437754;7228,878241;14075514113,598713;0,002068;0,250000;13,857981;0,085995;0,239225;0,757305;0,193874;0,158679;0,022697
6;0,404531;0,193200;0,325666;5,438087;7228,428882;13987644833,202505;0,002805;0,250000;13,875609;0,087243;0,238423;0,764625;0,184848;0,155985;0,028763
7;0,406415;0,192520;0,325150;5,438461;7230,468714;14212389479,018642;0,002822;0,250000;13,850847;0,084813;0,240337;0,753952;0,192593;0,163710;0,022044
8;0,401822;0,194950;0,325714;5,433830;7218,846183;14464770544,327406;0,002731;0,250000;13,557266;0,087880;0,237834;0,739698;0,197839;0,167003;0,034899
9;0,403616;0,193860;0,320561;5,434439;7223,914627;14461217769,733093;0,001849;0,250000;13,638923;0,088017;0,232544;0,751383;0,173167;0,168485;0,032710
10;0,366225;0,212450;0,360593;5,393771;7134,415390;17460070365,744274;0,001481;0,250000;10,722420;0,097301;0,263291;0,815210;0,229580;0,185887;0,027425
11;0,408255;0,191730;0,323141;5,436171;7234,808101;14363837282,518679;0,001976;0,250000;13,835988;0,082080;0,241061;0,741367;0,202153;0,162838;0,019411
12;0,467960;0,162660;0,266579;5,504439;7392,190434;7879944786,238125;0,003240;0,250000;20,311021;0,068346;0,198233;0,665285;0,136839;0,102049;0,026070
13;0,393739;0,200030;0,336214;5,423532;7196,653810;15435344924,848362;0,002190;0,250000;12,790103;0,087637;0,248577;0,777165;0,204990;0,166801;0,022074
14;0,405581;0,193690;0,325860;5,439837;7226,027483;13921705360,855047;0,001952;0,250000;14,064761;0,085929;0,239931;0,759189;0,192463;0,158468;0,024766
15;0,390042;0,202010;0,340549;5,420559;7183,791596;15635018987,879581;0,002335;0,250000;12,603530;0,087602;0,252947;0,789510;0,204171;0,169697;0,024096
16;0,452264;0,169640;0,283126;5,492380;7353,049213;8714054288,043665;0,002185;0,250000;19,016461;0,075615;0,207511;0,693780;0,152890;0,108468;0,028724
17;0,420682;0,185800;0,306230;5,454480;7265,198977;12660123525,661018;0,003986;0,250000;15,346759;0,083139;0,223092;0,727931;0,172669;0,140436;0,027517
18;0,399538;0,196830;0,332049;5,435364;7210,664019;14120924267,327682;0,002700;0,250000;13,752142;0,088641;0,243408;0,771507;0,196098;0,166600;0,023396
19;0,398597;0,196750;0,328257;5,430283;7211,191965;14793650347,501408;0,002706;0,250000;13,242923;0,088740;0,239517;0,771713;0,191310;0,154002;0,024113
20;0,414017;0,188870;0,321309;5,444211;7249,084591;13580295613,074749;0,001610;0,250000;14,503061;0,079846;0,241463;0,761348;0,186828;0,145440;0,026070
21;0,362429;0,214370;0,363369;5,392397;7125,396868;17562085409,128117;0,001785;0,250000;10,608289;0,100558;0,262811;0,807060;0,235512;0,200243;0,021376
22;0,410432;0,191070;0,314658;5,440665;7238,687855;14167422473,578897;0,003369;0,250000;14,091610;0,084751;0,229907;0,744806;0,184574;0,143611;0,024080
23;0,418580;0,187360;0,316132;5,448860;7257,187527;13327310291,093359;0,002193;0,250000;14,904464;0,077814;0,238318;0,739806;0,188971;0,153102;0,019411
24;0,410684;0,190110;0,319695;5,439961;7242,651925;13981706805,187527;0,002259;0,250000;14,100224;0,083046;0,236650;0,746653;0,184113;0,157362;0,025435
25;0,427373;0,183080;0,305271;5,461982;7280,594265;12036062211,363152;0,002635;0,250000;16,017659;0,079009;0,226262;0,724019;0,176391;0,137263;0,026017
26;0,391343;0,200470;0,337533;5,418146;7191,284662;15757956001,616768;0,001859;0,250000;12,469723;0,087076;0,250457;0,774483;0,197577;0,182479;0,024766
27;0,435994;0,178440;0,298397;5,470862;7302,295293;11051739971,799116;0,002991;0,250000;16,926696;0,075588;0,222808;0,716690;0,167733;0,130032;0,022133
28;0,396081;0,198120;0,333909;5,428960;7202,425711;14812620735,205248;0,002182;0,250000;13,221205;0,088731;0,245178;0,773214;0,205111;0,163578;0,022044
29;0,421189;0,184920;0,312386;5,452130;7269,536867;12875949971,943062;0,001337;0,250000;15,149468;0,079566;0,232820;0,743995;0,171880;0,150222;0,020053
30;0,406469;0,193200;0,327452;5,439059;7228,772858;14088797804,828625;0,002930;0,250000;13,943745;0,083460;0,243991;0,760728;0,195155;0,162631;0,020027
