Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;-0,241514;0,907160;0,196770;3,428811;4375,000000;5116444174,854348;0,459478;0,040000;0,300000;0,155241;0,041529;0,757218;0,022333;0,011446;0,000000
2;-0,243208;0,888530;0,235327;3,509000;4375,000000;4972286269,852528;0,472874;0,040000;0,300000;0,158189;0,077138;0,785437;0,040000;0,014071;0,000000
3;-0,241190;0,870360;0,252176;3,557985;4375,000000;4898333181,257425;0,501320;0,040000;0,300000;0,141258;0,110918;0,800659;0,048544;0,013605;0,000896
4;-0,244681;0,846480;0,330674;3,628306;4375,000000;4773044987,404951;0,484348;0,040000;0,300000;0,144060;0,186613;0,860752;0,108911;0,031847;0,000000
5;-0,241738;0,888620;0,230597;3,505492;4375,000000;4981450231,348265;0,471589;0,040000;0,300000;0,151312;0,079285;0,781711;0,043659;0,009337;0,000000
6;-0,240743;0,915330;0,180334;3,374592;4375,000000;5225029330,127310;0,440800;0,040000;0,300000;0,155840;0,024494;0,724595;0,020997;0,009050;0,000000
7;-0,237499;0,889540;0,202260;3,496973;4375,000000;5022262874,989124;0,479627;0,040000;0,300000;0,133616;0,068644;0,742246;0,018797;0,011215;0,000000
8;-0,240181;0,891010;0,214834;3,485980;4375,000000;5024736278,385485;0,472589;0,040000;0,300000;0,144643;0,070190;0,759414;0,028169;0,015355;0,000000
9;-0,239683;0,922390;0,176746;3,347862;4375,000000;5275552476,970646;0,425780;0,040000;0,300000;0,151775;0,024971;0,716172;0,014888;0,016539;0,000000
10;-0,239816;0,914830;0,185765;3,385372;4375,000000;5213606824,046688;0,435635;0,040000;0,300000;0,151246;0,034520;0,730548;0,009926;0,012332;0,000000
11;-0,238867;0,894740;0,200235;3,463782;4375,000000;5071427146,305092;0,473626;0,040000;0,300000;0,141014;0,059220;0,745724;0,029350;0,013850;0,000000
12;-0,242034;0,889640;0,217343;3,489065;4375,000000;5012390776,870235;0,480413;0,040000;0,300000;0,154406;0,062937;0,782970;0,014463;0,014427;0,000000
13;-0,237688;0,905530;0,178211;3,421076;4375,000000;5153608230,889460;0,458471;0,040000;0,300000;0,140488;0,037724;0,720708;0,017897;0,011066;0,000000
14;-0,243069;0,885900;0,237311;3,508410;4375,000000;4974026974,119164;0,473057;0,040000;0,300000;0,156653;0,080658;0,809387;0,015504;0,011236;0,000000
15;-0,239803;0,900580;0,195257;3,445555;4375,000000;5099433000,765514;0,454979;0,040000;0,300000;0,145981;0,049276;0,746070;0,014925;0,010010;0,000000
16;-0,248548;0,883010;0,267274;3,527130;4375,000000;4918182864,379180;0,493038;0,040000;0,300000;0,177558;0,089716;0,830479;0,035320;0,011215;0,000000
17;-0,243586;0,872570;0,260957;3,550709;4375,000000;4900521890,880235;0,496715;0,040000;0,300000;0,151385;0,109572;0,825436;0,055777;0,012853;0,000000
18;-0,245287;0,869000;0,278841;3,565764;4375,000000;4866294463,118610;0,487839;0,040000;0,300000;0,159548;0,119293;0,829771;0,053640;0,018405;0,000000
19;-0,240264;0,909000;0,190682;3,414938;4375,000000;5145598523,014110;0,451731;0,040000;0,300000;0,152080;0,038602;0,709273;0,002667;0,006369;0,000000
20;-0,242044;0,909280;0,201537;3,407117;4375,000000;5154875373,094841;0,443912;0,040000;0,300000;0,160428;0,041110;0,763496;0,007194;0,006356;0,000000
21;-0,237577;0,918850;0,169397;3,364810;4375,000000;5246123746,904291;0,434470;0,040000;0,300000;0,141474;0,027923;0,690293;0,010101;0,003623;0,000000
22;-0,240691;0,904790;0,198522;3,448435;4375,000000;5091542575,332323;0,467339;0,040000;0,300000;0,148731;0,049791;0,731796;0,018779;0,007415;0,000000
23;-0,242491;0,906830;0,209395;3,440413;4375,000000;5096623332,249285;0,469800;0,040000;0,300000;0,158121;0,051274;0,780612;0,016667;0,015453;0,000000
24;-0,241540;0,887700;0,227953;3,505496;4375,000000;4983047377,455528;0,468775;0,040000;0,300000;0,151137;0,076816;0,773529;0,030242;0,016760;0,000000
25;-0,240379;0,886800;0,219699;3,492989;4375,000000;5009453455,920273;0,477769;0,040000;0,300000;0,146375;0,073324;0,780341;0,030593;0,007930;0,000000
26;-0,239004;0,915050;0,177310;3,382637;4375,000000;5210622991,666750;0,439522;0,040000;0,300000;0,149839;0,027471;0,699708;0,009780;0,014977;0,000000
27;-0,242334;0,867470;0,266082;3,559097;4375,000000;4888932204,374661;0,486154;0,040000;0,300000;0,146930;0,119152;0,809226;0,051429;0,025126;0,000000
28;-0,241290;0,914750;0,189083;3,389899;4375,000000;5187733009,795692;0,450697;0,040000;0,300000;0,156261;0,032822;0,735714;0,017327;0,009346;0,000000
29;-0,242591;0,911840;0,198033;3,384463;4375,000000;5195887117,853724;0,440507;0,040000;0,300000;0,163106;0,034927;0,755263;0,005038;0,008811;0,000000
30;-0,241389;0,899280;0,210947;3,462442;4375,000000;5059372824,864867;0,467861;0,040000;0,300000;0,152829;0,058118;0,757370;0,009050;0,014300;0,000000
