Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto
1;0,363653;0,193050;0,320858;5,365572;7081,337395;15746590178,864773;0,002250;0,250000;10,711338;0,085122;0,235737;0,769364;0,180901;0,144763;0,022758
2;0,394961;0,176890;0,299392;5,399768;7161,240184;13071772676,757193;0,001797;0,250000;13,130167;0,072847;0,226545;0,726088;0,158992;0,132098;0,024080
3;0,364248;0,193430;0,327693;5,373436;7078,217029;14865828175,450193;0,002036;0,250000;11,292843;0,084203;0,243490;0,770447;0,192075;0,154311;0,024683
4;0,372145;0,188980;0,313636;5,381779;7100,172391;14485412280,088966;0,002451;0,250000;11,718423;0,085288;0,228348;0,756803;0,177104;0,128785;0,031354
5;0,387290;0,180210;0,303356;5,391676;7145,991109;13828582261,582617;0,002364;0,250000;12,381204;0,077867;0,225489;0,737891;0,167003;0,125151;0,024716
6;0,378817;0,185820;0,313147;5,385596;7115,963241;14211570046,994614;0,001752;0,250000;12,065045;0,078718;0,234429;0,750602;0,173782;0,141186;0,025384
7;0,358434;0,196020;0,333333;5,361698;7065,944207;15944681886,336195;0,002729;0,250000;10,470575;0,083409;0,249924;0,786107;0,186406;0,161355;0,030080
8;0,361018;0,194990;0,330188;5,366449;7070,303484;15564693097,236696;0,003556;0,250000;10,787655;0,083105;0,247083;0,775000;0,177823;0,172108;0,025401
9;0,353809;0,198190;0,329032;5,360641;7057,509854;16028170608,278645;0,002568;0,250000;10,341103;0,091048;0,237984;0,769496;0,182246;0,171787;0,027425
10;0,333932;0,208750;0,352014;5,334251;7005,826539;17631778815,986670;0,002088;0,250000;8,969067;0,091436;0,260578;0,814558;0,210225;0,182332;0,022742
11;0,376136;0,187940;0,316672;5,379757;7105,705307;14731497666,868801;0,002333;0,250000;11,722807;0,075993;0,240679;0,757848;0,172321;0,153379;0,018717
12;0,414218;0,168470;0,278820;5,427884;7209,146002;10911174664,799370;0,003107;0,250000;15,197951;0,071682;0,207138;0,692732;0,140416;0,112858;0,026756
13;0,354828;0,197880;0,336581;5,354425;7055,715607;16275471142,894800;0,001602;0,250000;10,184072;0,082217;0,254365;0,789456;0,204783;0,152918;0,024733
14;0,371697;0,189470;0,313484;5,379683;7098,574506;14650846248,094519;0,002876;0,250000;11,640863;0,084239;0,229245;0,761034;0,160877;0,146430;0,025384
15;0,346041;0,202680;0,338110;5,350923;7035,461332;16599949362,218601;0,001974;0,250000;9,848343;0,091260;0,246850;0,788966;0,198050;0,165249;0,028056
16;0,418594;0,165430;0,277637;5,434783;7225,467755;10037401771,602293;0,003377;0,250000;15,792684;0,071811;0,205826;0,681772;0,143624;0,111829;0,026087
17;0,375550;0,187080;0,315331;5,383403;7109,309697;14265377253,939095;0,001620;0,250000;11,892456;0,081265;0,234066;0,748118;0,172785;0,146940;0,032129
18;0,373015;0,189500;0,319123;5,381048;7099,068723;14413117539,647104;0,002666;0,250000;11,860946;0,080593;0,238530;0,757315;0,174191;0,156200;0,026087
19;0,338881;0,205520;0,346255;5,343312;7020,403454;17017075074,499092;0,001366;0,250000;9,392299;0,093465;0,252791;0,795110;0,209677;0,175806;0,028782
20;0,382984;0,184210;0,309028;5,388442;7125,357720;14100773151,043201;0,003388;0,250000;12,258464;0,076368;0,232660;0,756030;0,162689;0,130909;0,027425
21;0,333745;0,208310;0,352774;5,337046;7008,731829;17390290038,097874;0,002154;0,250000;9,036996;0,094026;0,258748;0,807390;0,218329;0,172330;0,029412
22;0,363957;0,192660;0,324130;5,367012;7081,275750;15592904320,697683;0,001409;0,250000;10,789401;0,083748;0,240382;0,769337;0,182398;0,154435;0,026035
23;0,381741;0,185600;0,310632;5,389207;7116,679354;14101995823,153616;0,003183;0,250000;12,303847;0,075930;0,234702;0,739745;0,175185;0,141353;0,026774
24;0,364928;0,192840;0,322600;5,371490;7083,483847;15286344599,602590;0,002840;0,250000;11,048504;0,085424;0,237176;0,755517;0,195499;0,149211;0,022742
25;0,382414;0,184330;0,306545;5,394885;7126,160188;13600930699,825201;0,003486;0,250000;12,536660;0,081786;0,224759;0,738668;0,169132;0,132579;0,026087
26;0,350057;0,200100;0,337666;5,351945;7045,657073;16527893632,570910;0,002923;0,250000;9,933640;0,086727;0,250939;0,784854;0,197572;0,171636;0,022088
27;0,391473;0,179600;0,299126;5,398789;7147,769062;13241187723,169008;0,002789;0,250000;13,040400;0,075696;0,223430;0,720345;0,178174;0,113893;0,029392
28;0,387645;0,181670;0,300315;5,396196;7137,318278;13461586503,182634;0,002638;0,250000;12,823830;0,078330;0,221985;0,724543;0,158709;0,143376;0,020053
29;0,385857;0,181520;0,305851;5,389932;7136,414904;13868565454,832516;0,001844;0,250000;12,407007;0,075854;0,229997;0,737239;0,160377;0,144184;0,020694
30;0,371526;0,189610;0,323166;5,377680;7096,949450;14884760221,111380;0,003528;0,250000;11,445241;0,078739;0,244426;0,761562;0,182825;0,152884;0,028207
