Seed;Inflation;Unemployment;TotalAdoption;ExRate;MarketWage;GovDebt;NPL;RefRate;PriceLevel;AutoRatio;HybridRatio;BPO_Auto;Manuf_Auto;Retail_Auto;Health_Auto;Public_Auto;Agri_Auto
65;0,331359;0,083790;0,126690;5,405395;8046,843258;361103742,018704;0,002937;0,250000;8,098650;0,061529;0,065160;0,829181;0,296061;0,114945;0,028428;0,010919;0,003750
66;0,348462;0,076070;0,114807;5,424429;8128,733539;-775303312,512533;0,003588;0,250000;8,819780;0,055740;0,059067;0,798587;0,235257;0,113870;0,023451;0,006831;0,005013
67;0,323003;0,087230;0,129974;5,392267;8013,162089;1310329189,594724;0,003629;0,250000;7,576837;0,064229;0,065744;0,835125;0,310828;0,117145;0,026711;0,010914;0,005006
68;0,347372;0,076720;0,111559;5,426646;8123,991118;-996425306,873182;0,004154;0,250000;8,880056;0,059108;0,052451;0,806338;0,227647;0,105782;0,026801;0,007738;0,016311
69;0,340814;0,079500;0,118039;5,414926;8092,235018;-288104191,568076;0,004168;0,250000;8,487603;0,058616;0,059423;0,842657;0,255102;0,110166;0,031879;0,006369;0,005013
70;0,306675;0,092730;0,143001;5,370733;7950,579055;2311228070,825455;0,001622;0,250000;6,891632;0,070342;0,072659;0,838028;0,316223;0,144778;0,031720;0,005000;0,007500
71;0,360076;0,073070;0,103466;5,444487;8175,714495;-2077376404,489597;0,004257;0,250000;9,657122;0,053552;0,049914;0,759124;0,230623;0,093827;0,021776;0,009099;0,002503
72;0,335843;0,080560;0,121359;5,406773;8069,444597;3105115,385890;0,003194;0,250000;8,247650;0,059571;0,061788;0,830450;0,280255;0,109669;0,020033;0,004096;0,016291
73;0,335458;0,081260;0,122202;5,407686;8069,751512;221563983,342858;0,004174;0,250000;8,171052;0,060093;0,062109;0,816901;0,279085;0,113474;0,023411;0,006831;0,006258
74;0,357979;0,073100;0,107402;5,441163;8173,602157;-1877354900,818627;0,004269;0,250000;9,468097;0,054659;0,052743;0,779359;0,224269;0,100134;0,035058;0,005914;0,015000
75;0,353474;0,074930;0,106995;5,435259;8147,282626;-1586374037,926316;0,004307;0,250000;9,286036;0,056829;0,050167;0,775362;0,214467;0,104237;0,026801;0,008189;0,011264
76;0,353545;0,074980;0,114556;5,438684;8149,496577;-2015965746,412400;0,002894;0,250000;9,417816;0,055567;0,058989;0,810526;0,270305;0,097855;0,035117;0,006818;0,008761
77;0,354596;0,074050;0,108413;5,437618;8162,463294;-1764602003,078744;0,002730;0,250000;9,325727;0,057431;0,050982;0,773050;0,249205;0,097697;0,023333;0,005460;0,003755
78;0,340493;0,080550;0,120246;5,419918;8083,581712;-503263548,647051;0,005055;0,250000;8,621601;0,059417;0,060829;0,775801;0,272497;0,110114;0,046823;0,008648;0,007500
79;0,307185;0,092920;0,143462;5,370607;7948,704503;2269387482,221681;0,003044;0,250000;6,925432;0,068959;0,074503;0,848921;0,342422;0,135377;0,031826;0,008189;0,006250
80;0,330773;0,083750;0,125126;5,403448;8050,462905;640920147,186085;0,007602;0,250000;7,949249;0,062361;0,062765;0,800000;0,279543;0,119112;0,030100;0,007286;0,008761
81;0,330709;0,083940;0,125126;5,407058;8047,632797;270601084,003319;0,003349;0,250000;8,113180;0,064327;0,060799;0,835714;0,294643;0,111757;0,036789;0,006821;0,010013
82;0,356925;0,074110;0,107301;5,445428;8165,869546;-2358795048,656481;0,006522;0,250000;9,657610;0,057483;0,049818;0,832143;0,236375;0,093309;0,018395;0,010474;0,008805
83;0,342328;0,079850;0,121011;5,425979;8101,831879;-880723802,578585;0,003056;0,250000;8,764723;0,060807;0,060203;0,840830;0,253958;0,115264;0,030151;0,006364;0,013750
84;0,304052;0,094290;0,144498;5,369533;7939,005491;2412433598,025797;0,002422;0,250000;6,819107;0,072048;0,072451;0,854167;0,336092;0,136557;0,041736;0,007731;0,010000
85;0,317854;0,088650;0,133616;5,382730;7991,650599;1600143315,313318;0,003865;0,250000;7,349750;0,064790;0,068826;0,848592;0,286168;0,131762;0,041806;0,005002;0,011292
86;0,351804;0,077020;0,115454;5,441957;8135,340112;-2183854088,703141;0,004820;0,250000;9,540177;0,058130;0,057324;0,779359;0,251110;0,109993;0,030000;0,006827;0,007519
87;0,334895;0,082420;0,120295;5,411102;8070,348441;200425177,180224;0,005434;0,250000;8,200992;0,063074;0,057221;0,816901;0,246671;0,120512;0,023411;0,006827;0,006274
88;0,334605;0,082160;0,124068;5,411153;8063,059464;-135092127,808592;0,003034;0,250000;8,326758;0,061983;0,062084;0,831541;0,279747;0,114446;0,036728;0,007731;0,008750
89;0,310210;0,091650;0,140466;5,373717;7961,155019;2165496386,202663;0,003253;0,250000;6,990339;0,067863;0,072603;0,838028;0,306912;0,141287;0,036789;0,005455;0,008761
90;0,357783;0,074160;0,107697;5,450370;8172,893412;-2701410669,887610;0,003960;0,250000;9,856744;0,059138;0,048559;0,793478;0,246843;0,093408;0,030151;0,005912;0,012579
91;0,321000;0,087580;0,135241;5,390934;8009,079111;1268232556,777498;0,004742;0,250000;7,506793;0,064698;0,070543;0,843416;0,332911;0,119991;0,038462;0,005005;0,011264
92;0,349446;0,076280;0,113900;5,430964;8132,767176;-1234955553,664846;0,004583;0,250000;9,042600;0,057051;0,056849;0,800000;0,259002;0,103247;0,023451;0,005914;0,010025
93;0,355165;0,074770;0,109621;5,440000;8157,626530;-2019783226,637804;0,004208;0,250000;9,480662;0,056273;0,053348;0,812500;0,246662;0,096861;0,020101;0,008186;0,003755
94;0,336586;0,082190;0,118865;5,414110;8066,064801;-283470151,125445;0,005568;0,250000;8,450085;0,061705;0,057160;0,838596;0,248724;0,114029;0,026756;0,007286;0,010000
95;0,347625;0,077650;0,115063;5,434682;8122,994707;-1521012314,728132;0,002848;0,250000;9,160204;0,060856;0,054207;0,810219;0,240682;0,110539;0,035000;0,010005;0,002500
96;0,335804;0,081410;0,123992;5,408587;8073,293547;100345253,504143;0,004100;0,250000;8,227388;0,059274;0,064718;0,831541;0,289241;0,114695;0,028476;0,003182;0,006250
97;0,345378;0,078320;0,116106;5,427896;8111,057376;-1134024611,160122;0,004470;0,250000;8,928224;0,059665;0,056440;0,814685;0,257634;0,107207;0,028381;0,005002;0,008772
98;0,344515;0,078010;0,117493;5,421675;8114,516999;-662418078,889592;0,003380;0,250000;8,696053;0,057840;0,059653;0,789286;0,261227;0,109644;0,035176;0,005462;0,011250
99;0,336096;0,082330;0,122552;5,411561;8066,301756;-85172299,797090;0,006286;0,250000;8,345148;0,059863;0,062689;0,814545;0,246349;0,125981;0,031773;0,006824;0,007509
100;0,325471;0,084790;0,125719;5,392855;8030,365588;1202216005,058590;0,003185;0,250000;7,622763;0,064575;0,061144;0,822695;0,267937;0,125028;0,021739;0,005462;0,011307
