Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95
99;-0,228674;0,001470;-0,230883;-0,225921;0,595949;0,045375;0,533050;0,660310;0,281662;0,022728;0,241308;0,314169;3,830969;0,090731;3,718537;4,037674;4005,270587;26,065266;4000,000000;4046,631432;-1078085152,070786;132630939,536720;-1302392821,367427;-914613181,905417;0,107411;0,075193;0,011063;0,235395;0,040000;0,000000;0,040000;0,040000;0,412545;0,030801;0,377779;0,483448;0,078158;0,004835;0,069622;0,086158;0,203504;0,021846;0,164303;0,236960;0,550025;0,018480;0,516313;0,577969;0,276281;0,052540;0,192756;0,361853;0,140111;0,018145;0,102824;0,166801;0,000928;0,000946;0,000000;0,002676
100;-0,228844;0,001452;-0,230982;-0,225964;0,607001;0,046568;0,541230;0,672850;0,277233;0,024938;0,235479;0,313676;3,806544;0,091660;3,692746;4,014340;4004,103873;21,433206;4000,000000;4025,779950;-1067312772,082791;133232810,017659;-1291947342,997909;-902255532,236434;0,125360;0,081528;0,012398;0,260208;0,040000;0,000000;0,040000;0,040000;0,404666;0,030234;0,370546;0,474091;0,078079;0,004823;0,069685;0,086270;0,199154;0,024004;0,157064;0,237235;0,548792;0,019617;0,513097;0,578712;0,265820;0,056275;0,180313;0,362585;0,135450;0,020773;0,090909;0,163162;0,000889;0,000924;0,000000;0,002676
101;-0,229038;0,001441;-0,231175;-0,226052;0,618256;0,047496;0,549400;0,684490;0,272344;0,027141;0,227052;0,313116;3,781922;0,092628;3,666783;3,991020;4002,985983;17,246313;4000,000000;4005,852339;-1056452369,314903;133925165,123927;-1281738604,768099;-889708678,372240;0,144797;0,087236;0,015947;0,282387;0,040000;0,000000;0,040000;0,040000;0,396928;0,029671;0,363457;0,464898;0,077900;0,004805;0,069664;0,086249;0,194444;0,026105;0,149748;0,237368;0,547011;0,021029;0,506163;0,578313;0,254832;0,059605;0,164763;0,361186;0,130127;0,023558;0,084689;0,162173;0,000805;0,000874;0,000000;0,002676
102;-0,229218;0,001403;-0,231224;-0,226303;0,629678;0,048298;0,556970;0,694740;0,266863;0,029259;0,219259;0,313383;3,757109;0,093626;3,640589;3,967558;4002,156607;13,519762;4000,000000;4000,000000;-1045480038,045034;134708077,411079;-1271799458,179454;-877085439,042879;0,165443;0,092205;0,016557;0,315123;0,040000;0,000000;0,040000;0,040000;0,389333;0,029118;0,356498;0,455985;0,077641;0,004833;0,069483;0,086117;0,189222;0,028110;0,141063;0,237684;0,544764;0,022654;0,500600;0,578857;0,242883;0,062784;0,151372;0,362993;0,124313;0,025726;0,077977;0,161814;0,000734;0,000844;0,000000;0,002674
103;-0,229373;0,001363;-0,231373;-0,226477;0,640884;0,048964;0,563800;0,706890;0,260692;0,031403;0,210032;0,313987;3,732111;0,094628;3,614062;3,944069;4001,506797;10,142492;4000,000000;4000,000000;-1034400288,746712;135578150,032255;-1262175959,508553;-864228851,576644;0,187212;0,096477;0,017060;0,334040;0,040000;0,000000;0,040000;0,040000;0,381881;0,028572;0,349671;0,447278;0,077365;0,004825;0,069365;0,085900;0,183327;0,030167;0,132682;0,234740;0,541968;0,024574;0,494466;0,579545;0,229723;0,065769;0,133000;0,363267;0,117667;0,027928;0,069871;0,160339;0,000703;0,000812;0,000000;0,002088
104;-0,229508;0,001329;-0,231399;-0,226579;0,652059;0,049449;0,569730;0,718560;0,254327;0,033469;0,202105;0,315132;3,706935;0,095641;3,587342;3,920482;4000,964308;7,146423;4000,000000;4000,000000;-1023202958,079473;136525039,950601;-1252920926,612933;-851161180,898196;0,208270;0,099866;0,016946;0,359072;0,040000;0,000000;0,040000;0,040000;0,374567;0,028033;0,342982;0,438722;0,077053;0,004845;0,068922;0,085019;0,177274;0,032129;0,124367;0,234929;0,538603;0,026906;0,489135;0,580056;0,216782;0,068567;0,118852;0,363113;0,110833;0,029451;0,063444;0,159708;0,000611;0,000783;0,000000;0,002033
105;-0,229607;0,001302;-0,231477;-0,226622;0,662986;0,049687;0,576280;0,730160;0,247508;0,035607;0,192619;0,314331;3,681603;0,096677;3,560431;3,896994;4000,547905;4,416708;4000,000000;4000,000000;-1011894346,742614;137535285,656337;-1243973731,117131;-837874317,859901;0,230145;0,103159;0,019516;0,376661;0,040000;0,000000;0,040000;0,040000;0,367394;0,027500;0,336426;0,430317;0,076677;0,004839;0,068617;0,084491;0,170831;0,034083;0,115911;0,235402;0,534542;0,029550;0,478768;0,579618;0,203625;0,071285;0,105081;0,362928;0,103441;0,030582;0,056672;0,158045;0,000594;0,000751;0,000000;0,002016
106;-0,229665;0,001277;-0,231421;-0,226662;0,673869;0,049836;0,582780;0,740060;0,240231;0,037572;0,183058;0,314300;3,656101;0,097700;3,533451;3,873542;4000,221917;2,208045;4000,000000;4000,000000;-1000464904,112331;138604739,283970;-1235324893,853559;-824540166,635565;0,252286;0,105146;0,028431;0,400207;0,040000;0,000000;0,040000;0,040000;0,360358;0,026974;0,330004;0,422063;0,076155;0,004836;0,068239;0,084184;0,164075;0,035867;0,107795;0,234029;0,529614;0,032403;0,471191;0,578330;0,190188;0,073165;0,087289;0,362444;0,096121;0,031479;0,048363;0,158821;0,000534;0,000704;0,000000;0,002028
107;-0,229671;0,001260;-0,231496;-0,226797;0,684261;0,049735;0,589720;0,748810;0,232557;0,039473;0,174297;0,314193;3,630457;0,098709;3,506431;3,850037;4000,024266;0,241447;4000,000000;4000,000000;-988939003,061042;139716783,357862;-1226927453,979709;-811186783,129227;0,273989;0,106842;0,040023;0,413959;0,040000;0,000000;0,040000;0,040000;0,353460;0,026454;0,323716;0,413958;0,075619;0,004959;0,068254;0,083752;0,156938;0,037540;0,099373;0,231491;0,523829;0,035490;0,457470;0,578330;0,176301;0,074961;0,076963;0,354986;0,088986;0,031963;0,044524;0,152643;0,000531;0,000726;0,000000;0,002005
108;-0,229617;0,001262;-0,231519;-0,226882;0,694396;0,049519;0,599730;0,757210;0,224518;0,041139;0,165811;0,313907;3,604683;0,099696;3,479400;3,826852;4000,000000;0,000000;4000,000000;4000,000000;-977324179,419440;140865523,400453;-1218536132,950167;-797593274,698940;0,295728;0,107276;0,058667;0,428829;0,040000;0,000000;0,040000;0,040000;0,346700;0,025945;0,317551;0,406005;0,074974;0,005054;0,067140;0,083706;0,149543;0,038949;0,093492;0,226563;0,517377;0,038914;0,448368;0,578875;0,162488;0,076011;0,066526;0,341270;0,081585;0,031932;0,039583;0,149771;0,000491;0,000731;0,000000;0,002005
109;-0,229511;0,001292;-0,231546;-0,227115;0,704237;0,049130;0,610930;0,765050;0,216221;0,042770;0,155685;0,310323;3,578800;0,100660;3,452383;3,803413;4000,000000;0,000000;4000,000000;4000,000000;-965629228,583745;142036184,666310;-1210047543,916452;-783981014,681231;0,317070;0,107451;0,081415;0,447417;0,040000;0,000000;0,040000;0,040000;0,340076;0,025439;0,311521;0,398198;0,074167;0,005173;0,066224;0,083020;0,142055;0,040193;0,085336;0,222398;0,509899;0,042584;0,433641;0,579620;0,148637;0,076888;0,056976;0,328519;0,074958;0,031507;0,036066;0,144024;0,000457;0,000738;0,000000;0,002005
110;-0,229360;0,001344;-0,231424;-0,227041;0,713675;0,048544;0,623290;0,772430;0,207938;0,044318;0,146810;0,305894;3,552814;0,101576;3,425355;3,780009;4000,000000;0,000000;4000,000000;4000,000000;-953871259,128028;143210214,476257;-1201360953,762059;-770392956,064787;0,336456;0,106736;0,100738;0,460148;0,040000;0,000000;0,040000;0,040000;0,333584;0,024937;0,305621;0,390535;0,073357;0,005196;0,065148;0,081888;0,134581;0,041442;0,078134;0,217809;0,501800;0,046375;0,420853;0,579675;0,135594;0,077279;0,047368;0,313427;0,068610;0,031035;0,032169;0,141020;0,000408;0,000731;0,000000;0,002008
111;-0,229156;0,001411;-0,231271;-0,226968;0,722679;0,047902;0,633160;0,779640;0,199356;0,045409;0,138256;0,298202;3,526762;0,102457;3,398342;3,756572;4000,000000;0,000000;4000,000000;4000,000000;-942053403,771469;144407191,941633;-1192649396,789698;-756823788,064787;0,355885;0,104485;0,133294;0,468419;0,040000;0,000000;0,040000;0,040000;0,327390;0,024242;0,300000;0,383011;0,072433;0,005216;0,064199;0,081211;0,126923;0,042312;0,069727;0,211222;0,492979;0,049688;0,407168;0,580132;0,122529;0,076923;0,040220;0,298205;0,062181;0,030490;0,027508;0,140879;0,000352;0,000701;0,000000;0,001613
112;-0,228908;0,001495;-0,231031;-0,226675;0,731425;0,047113;0,643730;0,786590;0,190769;0,046169;0,129439;0,290801;3,500643;0,103281;3,371458;3,732854;4000,000000;0,000000;4000,000000;4000,000000;-930124149,105079;145683726,884060;-1183845978,166249;-742738610,464787;0,373456;0,101625;0,159683;0,478605;0,040000;0,000000;0,040000;0,040000;0,321906;0,022988;0,300000;0,375624;0,071515;0,005435;0,063525;0,081130;0,119254;0,042774;0,063171;0,205267;0,483629;0,053097;0,394898;0,578175;0,109607;0,075668;0,034084;0,282800;0,056472;0,029817;0,023510;0,137622;0,000296;0,000629;0,000000;0,001614
113;-0,228617;0,001598;-0,231004;-0,226044;0,739722;0,046098;0,654590;0,793130;0,182440;0,046702;0,122969;0,283977;3,474497;0,104046;3,344732;3,708902;4000,000000;0,000000;4000,000000;4000,000000;-918050020,852555;147071517,855516;-1174915370,802035;-728241530,464787;0,388835;0,098664;0,181694;0,487348;0,040000;0,000000;0,040000;0,040000;0,317095;0,021384;0,300000;0,368365;0,070492;0,005680;0,062307;0,081003;0,111948;0,042927;0,058750;0,200516;0,473754;0,056085;0,382768;0,576130;0,098229;0,074108;0,028152;0,270381;0,050917;0,029065;0,021619;0,133469;0,000277;0,000585;0,000000;0,001631
114;-0,228286;0,001705;-0,230795;-0,225522;0,747553;0,045055;0,665180;0,799170;0,174145;0,046817;0,117069;0,276011;3,448333;0,104744;3,317938;3,684731;4000,000000;0,000000;4000,000000;4000,000000;-905787385,894466;148607367,186747;-1165864046,737844;-713359706,464787;0,403012;0,094067;0,211457;0,489769;0,040000;0,000000;0,040000;0,040000;0,313072;0,019491;0,300000;0,361246;0,069436;0,005832;0,060119;0,080000;0,104709;0,042785;0,054776;0,194702;0,463548;0,058630;0,371128;0,573675;0,087260;0,071924;0,022882;0,254530;0,045634;0,028288;0,018040;0,130997;0,000228;0,000497;0,000000;0,001427
115;-0,227918;0,001809;-0,230339;-0,224906;0,755051;0,043902;0,676870;0,804160;0,165928;0,046582;0,110363;0,268559;3,422180;0,105400;3,291164;3,660403;4000,000000;0,000000;4000,000000;4000,000000;-893295970,667786;150297274,124007;-1156595755,185438;-698117279,264787;0,415573;0,088933;0,236070;0,488198;0,040000;0,000000;0,040000;0,040000;0,309703;0,017523;0,300000;0,354264;0,068363;0,005987;0,059287;0,078818;0,097564;0,042304;0,049155;0,188135;0,452901;0,060785;0,361513;0,569367;0,076881;0,069167;0,019231;0,240860;0,040813;0,027365;0,015863;0,118997;0,000208;0,000471;0,000000;0,001438
116;-0,227513;0,001910;-0,230299;-0,224391;0,762109;0,042596;0,686370;0,808800;0,157857;0,046200;0,104263;0,261289;3,396052;0,105974;3,264643;3,636046;4000,000000;0,000000;4000,000000;4000,000000;-880544217,406521;152128685,500916;-1147262358,949143;-682516512,064787;0,426565;0,084040;0,260820;0,487877;0,040000;0,000000;0,040000;0,040000;0,306983;0,015604;0,300000;0,347413;0,067208;0,006181;0,058343;0,078397;0,090648;0,041671;0,045346;0,180952;0,441717;0,062642;0,347932;0,564569;0,067403;0,066457;0,014943;0,223456;0,036517;0,026332;0,014198;0,111734;0,000196;0,000427;0,000000;0,001341
117;-0,227073;0,002011;-0,230283;-0,223926;0,768771;0,041263;0,697590;0,813240;0,150056;0,045689;0,099228;0,253358;3,369958;0,106454;3,238319;3,611469;4000,000000;0,000000;4000,000000;4000,000000;-867492485,291734;154080516,206250;-1137720978,285721;-666605686,464787;0,436176;0,078871;0,286834;0,487139;0,040000;0,000000;0,040000;0,040000;0,304957;0,013771;0,300000;0,340696;0,065922;0,006361;0,056777;0,078341;0,084134;0,040962;0,040718;0,174596;0,430226;0,064518;0,337854;0,560399;0,059237;0,063582;0,012928;0,207650;0,032184;0,025320;0,012594;0,103936;0,000182;0,000422;0,000000;0,001348
118;-0,226611;0,002113;-0,230250;-0,223438;0,775084;0,039887;0,707460;0,817420;0,142710;0,044943;0,094380;0,246335;3,343924;0,106862;3,212144;3,586862;4000,000000;0,000000;4000,000000;4000,000000;-854090363,035544;156112049,737317;-1128060307,030707;-650680276,126700;0,443045;0,073207;0,312070;0,491104;0,040000;0,000000;0,040000;0,040000;0,303698;0,011994;0,300000;0,334112;0,064716;0,006649;0,055710;0,078025;0,077993;0,039921;0,037502;0,167840;0,418866;0,066166;0,325863;0,556801;0,051621;0,060079;0,008631;0,189607;0,028603;0,024175;0,011480;0,091355;0,000167;0,000398;0,000000;0,000870
119;-0,226129;0,002205;-0,230016;-0,222754;0,780993;0,038353;0,716800;0,821190;0,135727;0,044018;0,089837;0,238934;3,317972;0,107193;3,186133;3,562088;4000,000000;0,000000;4000,000000;4000,000000;-840329786,340082;158184248,994400;-1118307318,395252;-634506919,326700;0,448208;0,067872;0,334729;0,489215;0,040000;0,000000;0,040000;0,040000;0,302825;0,010331;0,300000;0,327659;0,063442;0,006772;0,053355;0,077375;0,072285;0,038833;0,034053;0,161559;0,407401;0,067224;0,315268;0,552812;0,045137;0,056951;0,007505;0,172942;0,025436;0,023132;0,009476;0,079199;0,000168;0,000401;0,000000;0,000881
120;-0,225627;0,002285;-0,229775;-0,222166;0,786507;0,036923;0,725780;0,824900;0,129029;0,042850;0,085908;0,231569;3,292122;0,107460;3,160301;3,537187;4000,000000;0,000000;4000,000000;4000,000000;-826224255,617397;160287400,478072;-1108475969,610980;-618048399,326700;0,452182;0,061697;0,361419;0,484658;0,040000;0,000000;0,040000;0,040000;0,302114;0,008833;0,300000;0,321333;0,062124;0,006886;0,052122;0,075875;0,066904;0,037512;0,030954;0,155694;0,395909;0,067954;0,304878;0,546512;0,039076;0,053289;0,006627;0,159803;0,022620;0,021987;0,007056;0,072350;0,000146;0,000377;0,000000;0,000889
