Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95
102;-0,109291;0,101457;-0,209712;0,059787;0,340081;0,106089;0,182090;0,491900;0,590699;0,166891;0,312943;0,730155;4,739355;0,090877;4,575961;4,855859;5472,601473;308,066618;5057,892237;5966,365609;9789197427,071478;683716911,414993;8604646229,058840;10638699025,172134;0,002539;0,000732;0,001575;0,003977;0,049138;0,019525;0,040000;0,095246;1,005702;0,422679;0,540340;1,786425;0,105840;0,025523;0,063813;0,139652;0,484860;0,142510;0,249443;0,604630;0,891945;0,038077;0,821649;0,926160;0,664651;0,287494;0,145020;0,875600;0,498305;0,295746;0,094165;0,769325;0,021010;0,003933;0,014696;0,028056
103;-0,110918;0,101809;-0,210863;0,059180;0,343412;0,107713;0,182870;0,495380;0,592980;0,167024;0,314260;0,730821;4,735750;0,094328;4,567362;4,856951;5463,477181;311,411428;5046,754759;5961,740483;9944586232,533947;699781535,405399;8729766187,949144;10805154853,461655;0,002486;0,000735;0,001514;0,003986;0,048919;0,019145;0,040000;0,094100;0,999670;0,429755;0,530724;1,794981;0,106057;0,025401;0,064624;0,139652;0,486924;0,142821;0,250354;0,606082;0,893385;0,037194;0,824399;0,926803;0,667257;0,288087;0,145357;0,876666;0,502397;0,296602;0,094605;0,771499;0,021311;0,003957;0,014716;0,028056
104;-0,112489;0,102137;-0,212004;0,058629;0,346721;0,109362;0,183750;0,499120;0,595098;0,167106;0,315640;0,731216;4,732009;0,097823;4,558745;4,858182;5454,468230;314,669640;5036,180798;5957,526725;10100046604,517523;715833515,778463;8854773075,050320;10971209636,468472;0,002440;0,000768;0,001437;0,004105;0,048704;0,018772;0,040000;0,093058;0,993646;0,436772;0,521230;1,803480;0,106264;0,025274;0,065131;0,139667;0,488834;0,143080;0,251216;0,607213;0,894698;0,036430;0,827491;0,926864;0,669608;0,288572;0,146030;0,877732;0,506310;0,297184;0,094605;0,772318;0,021559;0,004011;0,015354;0,028131
105;-0,114020;0,102451;-0,213131;0,057865;0,350012;0,110978;0,184740;0,502910;0,597128;0,167094;0,317192;0,731935;4,728144;0,101352;4,550023;4,859455;5445,532095;317,909996;5025,792164;5953,328956;10255564134,763186;731867890,086653;8979834503,919817;11136902333,938772;0,002381;0,000765;0,001435;0,004122;0,048496;0,018409;0,040000;0,092083;0,987630;0,443729;0,511858;1,811884;0,106459;0,025147;0,065537;0,139769;0,490669;0,143250;0,252153;0,608530;0,896055;0,035497;0,829787;0,927918;0,671723;0,288941;0,146505;0,878415;0,510072;0,297610;0,094605;0,773454;0,021853;0,004020;0,015364;0,028724
106;-0,115518;0,102740;-0,214239;0,057093;0,353259;0,112535;0,185590;0,506440;0,599104;0,166989;0,318407;0,732244;4,724202;0,104940;4,541540;4,860333;5436,742611;321,031812;5015,738570;5948,963975;10411118371,967247;747873136,643596;9104794181,312773;11302199162,249239;0,002335;0,000766;0,001362;0,003896;0,048292;0,018051;0,040000;0,091103;0,981624;0,450621;0,502609;1,820232;0,106671;0,025004;0,066044;0,139872;0,492434;0,143337;0,253166;0,609598;0,897341;0,034538;0,832646;0,927918;0,673904;0,289223;0,147029;0,878415;0,513610;0,297844;0,094605;0,773902;0,022195;0,004078;0,016032;0,028763
107;-0,116984;0,103009;-0,215323;0,056444;0,356525;0,114057;0,186310;0,509750;0,600960;0,166913;0,319218;0,732983;4,720134;0,108528;4,532800;4,861171;5428,065107;324,042094;5006,084276;5944,866329;10566695413,326868;763836760,650721;9229665444,939625;11467076538,550913;0,002319;0,000834;0,001295;0,004037;0,048090;0,017695;0,040000;0,089964;0,975630;0,457451;0,493485;1,828564;0,106876;0,024889;0,066464;0,139975;0,494084;0,143423;0,253774;0,610917;0,898549;0,033725;0,835395;0,927918;0,675895;0,289458;0,147425;0,878715;0,516986;0,298079;0,095046;0,774631;0,022530;0,004047;0,016043;0,028763
108;-0,118435;0,103273;-0,216213;0,055829;0,359781;0,115526;0,186740;0,513050;0,602767;0,166868;0,320535;0,733169;4,715961;0,112125;4,524084;4,862333;5419,497868;326,937423;5000,000000;5941,135331;10722277883,725166;779742959,566261;9354376731,685846;11631502913,761423;0,002283;0,000831;0,001231;0,003873;0,047892;0,017345;0,040000;0,088905;0,969649;0,464219;0,484508;1,836853;0,107065;0,024776;0,066680;0,140093;0,495702;0,143547;0,254483;0,612306;0,899682;0,032930;0,838776;0,928221;0,677764;0,289775;0,148708;0,879740;0,520448;0,298128;0,095852;0,776273;0,022805;0,003992;0,016689;0,029392
109;-0,119857;0,103512;-0,216806;0,055298;0,363001;0,116978;0,187640;0,516060;0,604485;0,166699;0,321074;0,733532;4,711698;0,115768;4,515170;4,862990;5411,175414;329,581700;5000,000000;5937,442321;10877848235,877947;795588355,761155;9479011468,110199;11795410167,602922;0,002231;0,000823;0,001248;0,003661;0,047698;0,016999;0,040000;0,087900;0,963684;0,470920;0,475698;1,845128;0,107283;0,024621;0,067093;0,140187;0,497202;0,143582;0,254914;0,613519;0,900842;0,032030;0,841401;0,928900;0,679557;0,289912;0,149093;0,880424;0,523612;0,298119;0,097060;0,776822;0,023073;0,003993;0,016722;0,029451
110;-0,121250;0,103736;-0,217508;0,054799;0,366219;0,118391;0,188330;0,519070;0,606071;0,166538;0,322319;0,734007;4,707311;0,119409;4,506235;4,864025;5402,927565;332,172921;5000,000000;5934,107853;11033385716,160921;811366993,570126;9603517015,971611;11958775466,782078;0,002215;0,000844;0,001250;0,003811;0,047503;0,016656;0,040000;0,086991;0,957738;0,477555;0,467011;1,853375;0,107472;0,024495;0,067702;0,140201;0,498599;0,143601;0,255420;0,615005;0,901896;0,031293;0,843460;0,929254;0,681146;0,289990;0,149765;0,881107;0,526597;0,297932;0,097463;0,778736;0,023375;0,003985;0,017380;0,030000
111;-0,122610;0,103943;-0,218287;0,054210;0,369336;0,119795;0,189190;0,522280;0,607724;0,166326;0,323839;0,734608;4,702857;0,123088;4,497555;4,865232;5394,821182;334,711038;5000,000000;5930,882072;11188866886,703274;827068659,494653;9727921747,807530;12121606167,796896;0,002211;0,000964;0,001192;0,003821;0,047311;0,016314;0,040000;0,086098;0,951814;0,484122;0,458445;1,861535;0,107654;0,024358;0,068006;0,140304;0,500070;0,143581;0,256434;0,615211;0,902905;0,030455;0,845177;0,929677;0,682886;0,290060;0,150101;0,881385;0,529777;0,297759;0,098268;0,779557;0,023570;0,003952;0,017403;0,030667
112;-0,123965;0,104141;-0,219066;0,053580;0,372522;0,121107;0,190000;0,524930;0,609277;0,166126;0,325258;0,734786;4,698304;0,126782;4,488622;4,866190;5386,748013;337,207942;5000,000000;5927,458767;11344291302,506740;842683951,702398;9852224951,003965;12283900184,447554;0,002184;0,001052;0,001161;0,003614;0,047120;0,015974;0,040000;0,085177;0,945910;0,490623;0,450007;1,869619;0,107834;0,024230;0,068311;0,140347;0,501443;0,143558;0,256535;0,616444;0,903877;0,029677;0,847796;0,930028;0,684461;0,290190;0,150437;0,882071;0,532744;0,297465;0,099476;0,780247;0,023886;0,003943;0,017450;0,031417
113;-0,125269;0,104312;-0,219680;0,053017;0,375613;0,122414;0,190850;0,527510;0,610680;0,165903;0,326406;0,735203;4,693663;0,130476;4,479775;4,866975;5378,892839;339,533288;5000,000000;5924,300617;11499638610,523460;858210729,932542;9976424400,359495;12445645604,424091;0,002203;0,001250;0,001108;0,003754;0,046931;0,015638;0,040000;0,084270;0,940035;0,497054;0,441715;1,877674;0,108030;0,024086;0,068934;0,140493;0,502650;0,143535;0,257042;0,617638;0,904751;0,028985;0,849466;0,930669;0,685967;0,290219;0,151108;0,882071;0,535247;0,297147;0,099879;0,780917;0,024255;0,003962;0,018036;0,031438
114;-0,126527;0,104462;-0,220180;0,052515;0,378632;0,123716;0,191650;0,530300;0,612079;0,165668;0,327453;0,735998;4,688930;0,134160;4,470856;4,867463;5371,369676;341,602197;5000,000000;5921,222351;11654897006,329548;873635912,294625;10100562978,521103;12606848917,289995;0,002186;0,001266;0,001053;0,003930;0,046741;0,015305;0,040000;0,083395;0,934192;0,503416;0,433567;1,885708;0,108217;0,023984;0,069137;0,140757;0,503862;0,143454;0,257676;0,618524;0,905682;0,028146;0,852222;0,931435;0,687364;0,290305;0,151108;0,882071;0,537835;0,296837;0,101087;0,781327;0,024539;0,003911;0,018036;0,031438
115;-0,127762;0,104597;-0,220588;0,052020;0,381570;0,124969;0,192310;0,532430;0,613432;0,165406;0,329075;0,736458;4,684135;0,137878;4,462000;4,868220;5364,046620;343,585039;5000,000000;5918,337531;11810046370,300600;888960625,783515;10224614258,793112;12767493205,161068;0,002202;0,001459;0,001027;0,004240;0,046553;0,014982;0,040000;0,082573;0,928379;0,509709;0,425563;1,893701;0,108411;0,023846;0,069557;0,140829;0,505021;0,143385;0,257777;0,619243;0,906500;0,027477;0,853416;0,931579;0,688740;0,290264;0,152451;0,882413;0,540383;0,296385;0,101490;0,782146;0,024849;0,003988;0,018109;0,032107
116;-0,128987;0,104726;-0,220941;0,051472;0,384489;0,126156;0,193350;0,535090;0,614771;0,165136;0,329920;0,736458;4,679261;0,141584;4,453255;4,869214;5356,828162;345,539355;5000,000000;5915,631667;11965077144,905920;904175768,182162;10348600337,438395;12927587268,066624;0,002263;0,001719;0,000977;0,005346;0,046364;0,014663;0,040000;0,081762;0,922595;0,515933;0,417698;1,901622;0,108582;0,023729;0,069767;0,140931;0,506189;0,143295;0,258486;0,619860;0,907309;0,026698;0,856066;0,931786;0,690125;0,290300;0,153794;0,882917;0,542928;0,295915;0,103101;0,782555;0,025020;0,004105;0,018109;0,032776
117;-0,130172;0,104840;-0,221245;0,050969;0,387373;0,127297;0,193940;0,537690;0,615947;0,164892;0,330934;0,736458;4,674265;0,145267;4,444520;4,869505;5349,949572;347,212679;5000,000000;5912,749571;12119981043,487965;919270660,799266;10472487640,929728;13087123905,552813;0,002332;0,002038;0,000928;0,006253;0,046176;0,014349;0,040000;0,080934;0,916848;0,522088;0,409972;1,909513;0,108743;0,023645;0,070093;0,140913;0,507204;0,143210;0,258918;0,620374;0,908070;0,025991;0,858763;0,932008;0,691304;0,290370;0,153794;0,883800;0,545148;0,295472;0,103907;0,782555;0,025212;0,004151;0,018121;0,032798
118;-0,131316;0,104934;-0,221511;0,050465;0,390129;0,128472;0,194560;0,540270;0,617081;0,164596;0,331677;0,736967;4,669233;0,148995;4,435721;4,870268;5343,460829;348,657914;5000,000000;5910,152692;12274736635,096480;934248858,004581;10596258145,980555;13246125944,938276;0,002435;0,002482;0,000930;0,006722;0,045991;0,014042;0,040000;0,080151;0,911140;0,528173;0,402383;1,917356;0,108922;0,023515;0,070609;0,141001;0,508158;0,143115;0,259451;0,620683;0,908757;0,025341;0,860178;0,932008;0,692505;0,290362;0,154802;0,883944;0,547240;0,295023;0,105518;0,782555;0,025437;0,004236;0,018231;0,032820
119;-0,132439;0,105024;-0,221763;0,049894;0,392801;0,129583;0,195160;0,542440;0,618201;0,164333;0,332793;0,737461;4,664143;0,152697;4,426915;4,871014;5337,151315;350,072919;5000,000000;5907,478939;12429331184,564550;949103769,707552;10719955426,052881;13404603371,552149;0,002605;0,003381;0,000897;0,007856;0,045807;0,013741;0,040000;0,079344;0,905469;0,534189;0,394927;1,925115;0,109103;0,023420;0,071124;0,141028;0,509099;0,143019;0,259984;0,620785;0,909479;0,024564;0,861216;0,932357;0,693605;0,290317;0,156145;0,884431;0,549394;0,294624;0,105518;0,782965;0,025595;0,004353;0,018121;0,033400
120;-0,133548;0,105118;-0,221990;0,049330;0,395467;0,130697;0,195770;0,544800;0,619296;0,164126;0,334111;0,737688;4,658990;0,156398;4,418136;4,871453;5331,013808;351,444492;5000,000000;5904,735505;12583757437,132532;963828027,731121;10843549200,916357;13562546728,031570;0,002860;0,005090;0,000859;0,008355;0,045628;0,013443;0,040000;0,078511;0,899838;0,540138;0,387604;1,932818;0,109287;0,023378;0,071225;0,141277;0,510009;0,142947;0,260693;0,621094;0,910147;0,023915;0,863621;0,932357;0,694644;0,290358;0,156817;0,884774;0,551555;0,294293;0,105518;0,782965;0,025808;0,004421;0,018121;0,033400
