Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95
1;0,014396;0,000025;0,014350;0,014436;0,024110;0,000000;0,024110;0,024110;0,000427;0,000199;0,000100;0,000800;4,499441;0,000075;4,499332;4,499592;5850,464002;0,000000;5850,464002;5850,464002;-22514809,384023;686,039516;-22516099,950059;-22513699,950059;0,038141;0,110948;0,000000;0,402865;0,050500;0,000000;0,050500;0,050500;1,000110;0,000007;1,000097;1,000121;0,000124;0,000109;0,000000;0,000400;0,000303;0,000184;0,000100;0,000600;0,000843;0,000477;0,000333;0,001667;0,000237;0,000251;0,000000;0,000667;0,000404;0,000382;0,000000;0,001200;0,000013;0,000093;0,000000;0,000000
2;0,010686;0,000059;0,010583;0,010787;0,023335;0,000005;0,023330;0,023340;0,000899;0,000341;0,000300;0,001400;4,499066;0,000117;4,498883;4,499277;5867,204941;0,084365;5867,067619;5867,355462;-45224511,958921;7360,849276;-45237852,970365;-45213516,153838;0,042205;0,104369;0,000000;0,382721;0,047350;0,000000;0,047350;0,047350;1,000279;0,000018;1,000248;1,000310;0,000251;0,000161;0,000000;0,000500;0,000648;0,000292;0,000200;0,001200;0,001757;0,000779;0,000667;0,003001;0,000550;0,000409;0,000000;0,001333;0,000820;0,000555;0,000000;0,002000;0,000013;0,000093;0,000000;0,000000
3;0,008291;0,000109;0,008095;0,008494;0,022615;0,000008;0,022600;0,022630;0,001382;0,000525;0,000400;0,002300;4,498830;0,000162;4,498526;4,499165;5883,252897;0,170898;5882,993187;5883,549374;-68121411,840829;17759,400955;-68147936,846164;-68089601,437694;0,039226;0,082273;0,000000;0,363585;0,045145;0,000000;0,045145;0,045145;1,000504;0,000036;1,000441;1,000570;0,000348;0,000195;0,000000;0,000800;0,001034;0,000429;0,000300;0,001700;0,002677;0,001103;0,001000;0,004667;0,000847;0,000563;0,000000;0,001667;0,001292;0,000871;0,000000;0,003200;0,000013;0,000093;0,000000;0,000000
4;0,006808;0,000180;0,006516;0,007167;0,021944;0,000013;0,021920;0,021960;0,001879;0,000740;0,000400;0,003100;4,498723;0,000229;4,498288;4,499140;5898,646102;0,307212;5898,164233;5899,194895;-91196657,865503;33797,398180;-91247307,069724;-91136796,459770;0,036801;0,069665;0,000000;0,224010;0,043602;0,000002;0,043602;0,043606;1,000784;0,000064;1,000675;1,000910;0,000439;0,000256;0,000000;0,000900;0,001440;0,000594;0,000400;0,002500;0,003677;0,001415;0,001001;0,006000;0,001147;0,000771;0,000000;0,002667;0,001720;0,001170;0,000000;0,004000;0,000013;0,000093;0,000000;0,000000
5;0,005949;0,000269;0,005494;0,006494;0,021320;0,000021;0,021280;0,021360;0,002442;0,000958;0,000500;0,004100;4,498735;0,000298;4,498193;4,499218;5913,405020;0,524655;5912,609964;5914,457314;-114442569,361216;53569,417319;-114514938,355301;-114353675,295393;0,033477;0,063132;0,000000;0,178770;0,042524;0,000004;0,042521;0,042534;1,001113;0,000103;1,000953;1,001322;0,000516;0,000312;0,000000;0,001100;0,001926;0,000747;0,000500;0,003100;0,004791;0,001636;0,001334;0,007336;0,001503;0,001016;0,000000;0,003667;0,002208;0,001512;0,000000;0,005200;0,000013;0,000093;0,000000;0,000000
6;0,005509;0,000377;0,004858;0,006256;0,020738;0,000034;0,020670;0,020790;0,003092;0,001223;0,000800;0,005200;4,498869;0,000377;4,498256;4,499453;5927,542718;0,816218;5926,282347;5929,219808;-137853612,344575;76765,958711;-137959852,225369;-137733951,821424;0,029359;0,051049;0,000000;0,147242;0,041774;0,000008;0,041765;0,041789;1,001487;0,000153;1,001220;1,001792;0,000594;0,000377;0,000000;0,001300;0,002498;0,000950;0,000600;0,004000;0,006111;0,001903;0,002334;0,009333;0,001957;0,001271;0,000333;0,004333;0,002680;0,001930;0,000000;0,006400;0,000013;0,000093;0,000000;0,000000
7;0,005344;0,000497;0,004565;0,006338;0,020197;0,000048;0,020100;0,020280;0,003755;0,001462;0,001500;0,006101;4,499096;0,000441;4,498492;4,499822;5941,053156;1,203512;5939,018999;5943,542473;-161425113,965724;102824,698007;-161572094,332481;-161274185,542747;0,026170;0,043454;0,000000;0,123464;0,041254;0,000010;0,041241;0,041273;1,001900;0,000217;1,001520;1,002336;0,000683;0,000429;0,000100;0,001500;0,003071;0,001133;0,001300;0,004900;0,007435;0,002205;0,004001;0,010337;0,002437;0,001527;0,000333;0,005333;0,003164;0,002314;0,000000;0,007600;0,000013;0,000093;0,000000;0,000000
8;0,005355;0,000629;0,004364;0,006628;0,019692;0,000064;0,019560;0,019810;0,004501;0,001748;0,001800;0,007401;4,499423;0,000503;4,498731;4,500261;5953,953792;1,668212;5951,163105;5957,443229;-185151660,499571;130121,344320;-185344488,529043;-184968259,091843;0,023434;0,038994;0,000000;0,092050;0,040895;0,000011;0,040881;0,040915;1,002350;0,000293;1,001870;1,002947;0,000768;0,000480;0,000100;0,001600;0,003733;0,001378;0,001600;0,005901;0,008850;0,002540;0,005335;0,012671;0,003034;0,001870;0,000333;0,006335;0,003736;0,002657;0,000400;0,008800;0,000013;0,000093;0,000000;0,000000
9;0,005456;0,000771;0,004251;0,007053;0,019223;0,000084;0,019060;0,019370;0,005454;0,002034;0,002501;0,008503;4,499892;0,000576;4,499143;4,500782;5966,243120;2,227613;5962,589774;5970,983306;-209029196,078718;158282,704163;-209265433,406141;-208811546,925833;0,020058;0,027865;0,000000;0,050400;0,040652;0,000013;0,040633;0,040673;1,002825;0,000383;1,002241;1,003619;0,000903;0,000545;0,000100;0,001900;0,004551;0,001603;0,002100;0,006801;0,010638;0,002847;0,006669;0,014343;0,003847;0,002192;0,000667;0,007667;0,004429;0,003103;0,000400;0,010004;0,000013;0,000093;0,000000;0,000000
10;0,005604;0,000901;0,004314;0,007441;0,018790;0,000105;0,018610;0,018960;0,006412;0,002232;0,003001;0,009904;4,500437;0,000619;4,499536;4,501481;5977,853901;2,871014;5973,429150;5984,152907;-233054982,319822;186410,621030;-233356944,663822;-232795555,396391;0,017799;0,019247;0,000000;0,042942;0,040485;0,000013;0,040466;0,040508;1,003322;0,000481;1,002630;1,004345;0,001058;0,000598;0,000200;0,002101;0,005353;0,001760;0,002601;0,008102;0,012470;0,003114;0,008336;0,017006;0,004641;0,002424;0,001333;0,008672;0,005101;0,003440;0,000400;0,011200;0,000027;0,000131;0,000000;0,000000
11;0,005776;0,001014;0,004347;0,007839;0,018392;0,000129;0,018170;0,018590;0,007432;0,002406;0,003501;0,011101;4,501059;0,000643;4,500116;4,502162;5988,794353;3,582985;5983,543831;5996,604587;-257221487,865656;210284,539022;-257579766,613787;-256927245,582943;0,015892;0,013951;0,001316;0,038048;0,040373;0,000013;0,040353;0,040394;1,003839;0,000585;1,003017;1,005102;0,001232;0,000637;0,000300;0,002400;0,006200;0,001908;0,003101;0,009101;0,014415;0,003445;0,009336;0,019673;0,005494;0,002667;0,001667;0,010337;0,005825;0,003582;0,000800;0,012000;0,000027;0,000131;0,000000;0,000000
12;0,005953;0,001135;0,004367;0,008153;0,018025;0,000154;0,017770;0,018250;0,008602;0,002700;0,004401;0,012604;4,501786;0,000708;4,500773;4,502981;5999,070562;4,341487;5993,071646;6008,326750;-281525937,023780;232843,930173;-281933395,185891;-281214943,947747;0,015877;0,011159;0,003258;0,038922;0,040300;0,000014;0,040280;0,040327;1,004371;0,000700;1,003406;1,005849;0,001440;0,000724;0,000400;0,002701;0,007161;0,002133;0,003801;0,010503;0,016541;0,003872;0,010681;0,022667;0,006485;0,002967;0,002001;0,011333;0,006766;0,003936;0,001200;0,013600;0,000027;0,000131;0,000000;0,000000
13;0,006117;0,001267;0,004191;0,008513;0,017689;0,000179;0,017390;0,017940;0,009827;0,002917;0,005003;0,014207;4,502581;0,000743;4,501489;4,503740;6008,634452;5,194659;6001,637656;6019,300358;-305962560,204348;254286,425961;-306438619,751843;-305612955,567217;0,015049;0,009405;0,004136;0,035252;0,040252;0,000014;0,040227;0,040275;1,004915;0,000828;1,003763;1,006633;0,001684;0,000773;0,000500;0,003101;0,008143;0,002304;0,004201;0,011804;0,018678;0,004111;0,012004;0,025008;0,007532;0,003214;0,002667;0,013000;0,007846;0,004263;0,001600;0,014406;0,000027;0,000131;0,000000;0,000000
14;0,006251;0,001407;0,004037;0,008898;0,017385;0,000208;0,017040;0,017680;0,011118;0,003143;0,006101;0,015813;4,503456;0,000786;4,502265;4,504666;6017,487743;6,104888;6009,399622;6029,817280;-330528292,716811;274944,456833;-331058223,557692;-330123738,578805;0,014500;0,008107;0,004094;0,030613;0,040223;0,000015;0,040198;0,040246;1,005465;0,000969;1,004155;1,007455;0,001976;0,000841;0,000800;0,003401;0,009142;0,002471;0,005103;0,013010;0,021036;0,004331;0,013685;0,028343;0,008692;0,003510;0,003333;0,014667;0,008787;0,004511;0,001601;0,016013;0,000033;0,000145;0,000000;0,000667
15;0,006334;0,001559;0,003901;0,009312;0,017110;0,000238;0,016720;0,017450;0,012537;0,003410;0,006602;0,017414;4,504412;0,000825;4,503109;4,505635;6025,609431;7,080083;6015,903290;6039,802657;-355218819,279845;297075,350658;-355820504,667921;-354773861,980893;0,014321;0,007943;0,003821;0,028103;0,040207;0,000016;0,040178;0,040238;1,006012;0,001124;1,004470;1,008318;0,002324;0,000901;0,000800;0,004002;0,010213;0,002668;0,005602;0,014506;0,023719;0,004713;0,015354;0,031354;0,009889;0,003809;0,004001;0,016333;0,009811;0,004845;0,002000;0,017607;0,000033;0,000145;0,000000;0,000667
16;0,006351;0,001727;0,003652;0,009683;0,016865;0,000268;0,016420;0,017250;0,014031;0,003709;0,007303;0,019314;4,505445;0,000886;4,504108;4,506775;6032,956040;8,121828;6021,397013;6049,289979;-380031899,280370;322688,860002;-380684233,277408;-379555335,006794;0,014751;0,007701;0,005328;0,028033;0,040200;0,000017;0,040171;0,040236;1,006548;0,001295;1,004729;1,009204;0,002734;0,001016;0,001000;0,004501;0,011296;0,002877;0,006202;0,015908;0,026437;0,005051;0,017356;0,034034;0,011177;0,004043;0,004668;0,017673;0,010984;0,005252;0,002400;0,020408;0,000033;0,000145;0,000000;0,000667
17;0,006306;0,001907;0,003382;0,010020;0,016650;0,000301;0,016160;0,017110;0,015537;0,003951;0,008503;0,020910;4,506511;0,000921;4,505073;4,507809;6039,502567;9,237764;6025,987529;6058,102585;-404960295,938607;354167,251556;-405617927,742697;-404385712,118114;0,014701;0,006921;0,005150;0,027323;0,040197;0,000017;0,040173;0,040227;1,007068;0,001483;1,004915;1,010113;0,003152;0,001097;0,001301;0,005003;0,012385;0,003044;0,007203;0,017210;0,029312;0,005354;0,019680;0,037074;0,012417;0,004243;0,005667;0,019340;0,012069;0,005605;0,002802;0,021609;0,000040;0,000158;0,000000;0,000667
18;0,006178;0,002105;0,002988;0,010248;0,016464;0,000337;0,015920;0,016990;0,017162;0,004232;0,010107;0,023121;4,507659;0,000986;4,506036;4,509045;6045,256405;10,432507;6029,791133;6066,368260;-429997693,067321;386665,946766;-430742576,174232;-429328894,177952;0,014182;0,005958;0,007753;0,026870;0,040199;0,000018;0,040170;0,040226;1,007562;0,001691;1,005018;1,011046;0,003684;0,001249;0,001602;0,005904;0,013478;0,003201;0,008109;0,018417;0,032498;0,005759;0,022059;0,041416;0,013685;0,004574;0,006002;0,020667;0,013222;0,005968;0,004000;0,023209;0,000053;0,000181;0,000000;0,000667
19;0,005962;0,002313;0,002464;0,010235;0,016306;0,000374;0,015700;0,016920;0,018886;0,004454;0,011015;0,025415;4,508867;0,001025;4,507068;4,510432;6050,179039;11,721546;6032,497303;6074,099240;-455144409,656260;422375,619791;-455914400,256846;-454447678,324495;0,014291;0,006398;0,007430;0,025842;0,040204;0,000018;0,040173;0,040236;1,008021;0,001917;1,005112;1,011962;0,004259;0,001367;0,002201;0,006506;0,014626;0,003324;0,008810;0,019614;0,035975;0,006076;0,024700;0,047110;0,015049;0,004858;0,007333;0,022689;0,014316;0,006248;0,004400;0,024820;0,000053;0,000181;0,000000;0,000667
20;0,005654;0,002538;0,001985;0,010126;0,016178;0,000414;0,015500;0,016870;0,020652;0,004743;0,012107;0,027427;4,510124;0,001077;4,508163;4,511770;6054,222961;13,084996;6034,169511;6080,812334;-480392094,144318;460077,714567;-481238661,673167;-479636777,519055;0,014741;0,006032;0,006768;0,026906;0,040209;0,000019;0,040178;0,040239;1,008436;0,002165;1,005153;1,012860;0,004892;0,001501;0,002501;0,007307;0,015760;0,003455;0,009714;0,020819;0,039471;0,006590;0,027713;0,051136;0,016427;0,005118;0,008008;0,024358;0,015537;0,006526;0,004804;0,026421;0,000060;0,000213;0,000000;0,000667
21;0,005254;0,002774;0,001463;0,010323;0,016088;0,000482;0,015330;0,016830;0,022462;0,005005;0,013411;0,029736;4,511409;0,001112;4,509266;4,513105;6057,372725;14,550534;6034,871889;6086,378344;-505730580,590465;504072,796153;-506617898,312703;-504948290,045830;0,014859;0,005043;0,008169;0,023800;0,040215;0,000021;0,040184;0,040253;1,008800;0,002435;1,005057;1,013731;0,005556;0,001619;0,003104;0,008106;0,016907;0,003604;0,010512;0,021922;0,043104;0,007053;0,030080;0,056131;0,017858;0,005310;0,009006;0,026351;0,016699;0,006863;0,005602;0,028835;0,000080;0,000254;0,000000;0,000667
22;0,004754;0,003019;0,000648;0,010196;0,016052;0,000620;0,015180;0,016910;0,024435;0,005264;0,015014;0,031942;4,512746;0,001148;4,510576;4,514246;6059,628072;16,102573;6034,813133;6091,081897;-531149495,149295;552888,579044;-531937451,762390;-530205503,927126;0,015047;0,004943;0,009238;0,022676;0,040222;0,000023;0,040189;0,040253;1,009102;0,002726;1,004987;1,014552;0,006264;0,001730;0,003405;0,008906;0,018171;0,003770;0,011015;0,023226;0,047084;0,007518;0,034391;0,059138;0,019410;0,005525;0,009673;0,027342;0,017952;0,007201;0,006803;0,030461;0,000100;0,000273;0,000000;0,000667
23;0,004131;0,003299;-0,000354;0,009965;0,016202;0,000968;0,015050;0,018170;0,026420;0,005542;0,016627;0,034535;4,514092;0,001173;4,512086;4,515635;6060,939501;17,712622;6034,494495;6094,765784;-556618985,243360;615703,450408;-557490933,997305;-555389024,473571;0,015100;0,004699;0,009031;0,023250;0,040227;0,000022;0,040195;0,040263;1,009328;0,003046;1,004812;1,015328;0,007041;0,001854;0,004104;0,010113;0,019380;0,003934;0,012310;0,024727;0,051277;0,007967;0,037074;0,063545;0,020902;0,005811;0,011341;0,030020;0,019085;0,007504;0,006803;0,032064;0,000100;0,000273;0,000000;0,000667
24;0,003368;0,003631;-0,001582;0,009614;0,016687;0,001549;0,014940;0,019730;0,028427;0,005812;0,018218;0,036774;4,515415;0,001181;4,513358;4,517021;6061,302753;19,410200;6033,408286;6097,479174;-582089280,284259;723643,851159;-583126766,170121;-580668539,226054;0,015133;0,004719;0,008581;0,023192;0,040229;0,000023;0,040193;0,040267;1,009463;0,003403;1,004455;1,016076;0,007814;0,001994;0,004407;0,011022;0,020612;0,004102;0,013021;0,026334;0,055404;0,008508;0,041151;0,068250;0,022363;0,006064;0,012675;0,031375;0,020419;0,007825;0,007209;0,033627;0,000100;0,000273;0,000000;0,000667
25;0,002447;0,004020;-0,002993;0,009369;0,017477;0,002122;0,014870;0,021200;0,030507;0,006104;0,019435;0,039171;4,516731;0,001205;4,514490;4,518223;6060,738419;21,181717;6031,714105;6099,740119;-607510460,074786;929171,335075;-608916299,513261;-605905748,173667;0,015017;0,004587;0,008740;0,023688;0,040230;0,000025;0,040192;0,040277;1,009489;0,003802;1,003957;1,016764;0,008629;0,002185;0,005008;0,011815;0,021877;0,004242;0,013826;0,027736;0,059819;0,009231;0,043827;0,074297;0,023875;0,006258;0,013676;0,033678;0,021641;0,008015;0,008010;0,035214;0,000107;0,000278;0,000000;0,000667
26;0,001351;0,004440;-0,004769;0,009056;0,018509;0,002613;0,014800;0,022640;0,032677;0,006422;0,020741;0,041053;4,518050;0,001238;4,515819;4,519712;6059,233043;23,037835;6028,440312;6100,991785;-632845132,053206;1235407,914319;-634740257,886371;-630878026,862631;0,014939;0,004376;0,009098;0,022202;0,040231;0,000027;0,040191;0,040283;1,009389;0,004240;1,003316;1,017324;0,009529;0,002345;0,005509;0,013217;0,023148;0,004405;0,014619;0,029152;0,064417;0,009898;0,047236;0,078983;0,025371;0,006454;0,014343;0,036358;0,023031;0,008302;0,008410;0,036815;0,000107;0,000278;0,000000;0,000667
27;0,000090;0,004889;-0,006119;0,008700;0,019731;0,003074;0,014850;0,024330;0,034849;0,006708;0,021844;0,043866;4,519297;0,001272;4,517186;4,521334;6056,742348;24,983899;6023,947918;6101,855686;-658060126,166653;1637152,644284;-660675307,391697;-655472110,889276;0,014593;0,003946;0,008489;0,021451;0,040228;0,000029;0,040187;0,040288;1,009151;0,004720;1,002525;1,017773;0,010406;0,002541;0,006107;0,014029;0,024443;0,004504;0,015220;0,030755;0,068956;0,010542;0,049246;0,084031;0,027014;0,006604;0,015349;0,037692;0,024321;0,008396;0,010004;0,038431;0,000107;0,000278;0,000000;0,000667
28;-0,001306;0,005357;-0,008209;0,008402;0,021007;0,003443;0,014880;0,025740;0,037040;0,007108;0,023351;0,046575;4,520470;0,001323;4,518466;4,522343;6053,311933;27,013229;6018,562508;6101,883759;-683143356,663470;2109304,656422;-686691187,997673;-679804001,960004;0,014561;0,003778;0,008438;0,020874;0,040222;0,000030;0,040177;0,040274;1,008770;0,005239;1,001574;1,018060;0,011262;0,002756;0,006609;0,015027;0,025778;0,004709;0,016323;0,032365;0,073487;0,011382;0,053213;0,089082;0,028700;0,006976;0,017011;0,039693;0,025651;0,008550;0,010804;0,039648;0,000107;0,000278;0,000000;0,000667
29;-0,002839;0,005833;-0,010609;0,008020;0,022353;0,003817;0,014940;0,027350;0,039337;0,007407;0,024857;0,049189;4,521610;0,001353;4,519402;4,523897;6048,948440;29,177895;6012,243018;6101,753150;-708071892,160596;2651950,637202;-712226775,976727;-703804422,060732;0,014530;0,003722;0,008982;0,020815;0,040216;0,000033;0,040171;0,040283;1,008233;0,005797;1,000463;1,018183;0,012155;0,002921;0,007311;0,016431;0,027182;0,004872;0,017039;0,033878;0,078203;0,011923;0,056541;0,095541;0,030559;0,007305;0,018018;0,042028;0,026977;0,008842;0,011605;0,040816;0,000107;0,000278;0,000000;0,000667
30;0,034426;0,005939;0,026489;0,045686;0,137900;0,005297;0,128630;0,144650;0,055727;0,009281;0,039282;0,068419;4,533805;0,002210;4,530341;4,537146;6146,008422;28,110690;6110,808769;6197,057652;-563756748,425768;3444941,215623;-569208404,726484;-558274914,737294;0,016478;0,002775;0,012389;0,021387;0,045062;0,002619;0,041477;0,049997;1,018434;0,006345;1,009911;1,029523;0,019124;0,004074;0,012227;0,025667;0,036604;0,005831;0,025672;0,044643;0,112296;0,015465;0,090268;0,133512;0,042445;0,008880;0,027027;0,055389;0,037569;0,010627;0,018808;0,052927;0,000167;0,000318;0,000000;0,000667
31;0,058943;0,006449;0,050490;0,071551;0,123999;0,004849;0,115480;0,130330;0,072589;0,011432;0,054981;0,087367;4,546266;0,002953;4,541418;4,550775;6222,437868;28,191521;6186,706620;6273,088113;-422553828,786768;4179950,402424;-429287356,493261;-415882998,929585;0,017092;0,002642;0,013312;0,021122;0,059477;0,004695;0,053181;0,068606;1,028295;0,007005;1,018957;1,040603;0,025796;0,005214;0,016847;0,034258;0,046793;0,006865;0,033711;0,056431;0,146802;0,019732;0,114699;0,173356;0,055284;0,010537;0,036716;0,071142;0,048512;0,012318;0,028823;0,066961;0,000213;0,000351;0,000000;0,000667
32;0,074675;0,007247;0,064951;0,088877;0,114106;0,004717;0,105640;0,120740;0,088439;0,013529;0,066459;0,106263;4,558134;0,003639;4,552027;4,563761;6281,480759;29,503587;6243,501242;6336,844594;-283814849,159167;4884038,732860;-291757200,251424;-275910740,314449;0,017068;0,002547;0,013338;0,021154;0,076614;0,006502;0,068064;0,089492;1,037845;0,007784;1,027258;1,052086;0,031450;0,006220;0,020478;0,041290;0,056990;0,007911;0,042181;0,068161;0,178794;0,023625;0,141700;0,210402;0,068284;0,012016;0,045364;0,084587;0,058256;0,014192;0,036829;0,079696;0,000287;0,000435;0,000000;0,001333
33;0,084464;0,008288;0,072976;0,101298;0,107073;0,004805;0,098080;0,113880;0,102713;0,016108;0,076313;0,126507;4,569152;0,004302;4,562232;4,575910;6326,285012;31,814058;6285,247179;6391,176699;-147006781,704262;5586758,405353;-156137878,750529;-137915965,583098;0,016885;0,002276;0,013237;0,020247;0,092969;0,008222;0,081788;0,109277;1,047131;0,008699;1,034961;1,063497;0,036038;0,007198;0,024807;0,047375;0,066675;0,009521;0,047810;0,080507;0,207579;0,027750;0,165936;0,246617;0,080298;0,014721;0,055741;0,101372;0,066729;0,016176;0,042869;0,089744;0,000387;0,000509;0,000000;0,001333
34;0,090293;0,009479;0,075939;0,109100;0,102112;0,005095;0,092180;0,109420;0,115358;0,018266;0,085585;0,143676;4,579355;0,004822;4,571594;4,587020;6359,549859;35,210043;6312,210890;6432,800179;-11704225,184709;6309776,688976;-22185119,516111;-1363483,689779;0,016509;0,001956;0,013554;0,020017;0,106996;0,009963;0,092971;0,127054;1,056205;0,009753;1,042456;1,074940;0,039650;0,008001;0,027937;0,051974;0,075708;0,010854;0,054847;0,092126;0,233638;0,031157;0,186613;0,280149;0,090616;0,017110;0,062458;0,116466;0,073996;0,017800;0,047657;0,102204;0,000487;0,000540;0,000000;0,001333
35;0,093488;0,010773;0,076000;0,114313;0,098683;0,005522;0,087570;0,106820;0,126623;0,020364;0,093659;0,160081;4,588940;0,005269;4,580677;4,597365;6383,489207;39,361996;6327,602585;6465,613545;122411906,631766;7075090,817768;110577397,824709;134048895,584895;0,015959;0,001833;0,013220;0,018835;0,118219;0,011762;0,101045;0,141603;1,065100;0,010950;1,049446;1,086788;0,042612;0,008790;0,029867;0,057056;0,084012;0,012125;0,061200;0,103195;0,257385;0,034218;0,202502;0,313839;0,099506;0,019340;0,066488;0,130972;0,080193;0,019744;0,050902;0,112138;0,000620;0,000598;0,000000;0,002000
36;0,094920;0,012131;0,076061;0,117807;0,096414;0,006074;0,084600;0,105890;0,137195;0,022255;0,101729;0,175646;4,598088;0,005580;4,589920;4,607544;6399,864915;44,232654;6337,355833;6489,924241;255579217,328587;7911414,915415;242061014,276483;268271706,926150;0,015332;0,001631;0,013004;0,017906;0,126696;0,013641;0,105367;0,153344;1,073834;0,012302;1,055536;1,098335;0,045044;0,009484;0,030983;0,061037;0,092151;0,013277;0,067953;0,113462;0,280040;0,036991;0,221658;0,341048;0,107752;0,021819;0,073554;0,145631;0,085722;0,021082;0,052906;0,121029;0,000720;0,000697;0,000000;0,002000
37;0,095138;0,013535;0,074370;0,120267;0,095187;0,006951;0,082520;0,107220;0,147059;0,024148;0,108073;0,188049;4,606870;0,005849;4,598262;4,616862;6409,910054;49,650175;6335,568699;6509,425165;387997468,502265;8850172,852911;372476765,568856;401678283,156963;0,014788;0,001628;0,012322;0,017636;0,132707;0,015597;0,107267;0,162648;1,082409;0,013812;1,062055;1,110011;0,047130;0,010091;0,032193;0,063894;0,099929;0,014571;0,073489;0,123336;0,301379;0,039622;0,233920;0,368224;0,115447;0,024010;0,078930;0,157014;0,090622;0,022928;0,054509;0,126755;0,000853;0,000755;0,000000;0,002667
38;0,094434;0,015088;0,070548;0,121953;0,095320;0,008933;0,080980;0,114210;0,156540;0,026160;0,113815;0,200968;4,615389;0,006093;4,606565;4,625814;6414,662772;55,429045;6328,814419;6524,297900;519912305,560872;9995827,802388;502686450,828357;534448465,565382;0,014244;0,001587;0,011635;0,017305;0,136584;0,017669;0,108733;0,169909;1,090799;0,015514;1,068151;1,121817;0,049022;0,010736;0,033105;0,067151;0,107519;0,015916;0,078423;0,132977;0,322000;0,042420;0,251694;0,396310;0,122896;0,026395;0,082609;0,168788;0,095170;0,024719;0,056445;0,132772;0,000987;0,000825;0,000000;0,002667
39;0,092937;0,016859;0,065649;0,123132;0,097437;0,011837;0,079890;0,121490;0,165419;0,028100;0,119582;0,215006;4,623588;0,006256;4,614369;4,634667;6414,880701;61,535321;6321,432489;6534,976871;651653771,420367;11488676,412383;633083691,257355;668536317,386504;0,013729;0,001468;0,011395;0,016346;0,138607;0,019922;0,107619;0,175502;1,098956;0,017443;1,072305;1,133717;0,050691;0,011341;0,033924;0,069624;0,114728;0,017239;0,083576;0,143319;0,341452;0,045001;0,266531;0,424855;0,129922;0,028846;0,085590;0,180388;0,099191;0,026504;0,058070;0,140386;0,001160;0,000867;0,000000;0,002667
40;0,090784;0,018737;0,060025;0,123868;0,100763;0,014464;0,079210;0,128330;0,174193;0,030001;0,126119;0,226832;4,631532;0,006332;4,622460;4,642781;6411,312119;67,838867;6308,202653;6542,552216;783442992,044608;13367390,641841;761391474,257083;803707880,521428;0,013158;0,001402;0,011007;0,015563;0,139040;0,022351;0,103520;0,179761;1,106841;0,019594;1,075786;1,145724;0,052241;0,011853;0,034733;0,071876;0,121951;0,018588;0,089309;0,152315;0,360878;0,047166;0,282225;0,449092;0,136796;0,031374;0,088993;0,192501;0,102996;0,028549;0,058871;0,148491;0,001353;0,000964;0,000000;0,003333
41;0,088119;0,020644;0,054020;0,124289;0,104700;0,016641;0,078900;0,134980;0,182713;0,032080;0,131174;0,239887;4,639257;0,006408;4,630046;4,650719;6404,469623;74,249678;6290,133437;6546,587662;915385387,632301;15627125,408719;889010873,305155;938194112,146849;0,012640;0,001293;0,010620;0,015045;0,138132;0,024915;0,097935;0,182909;1,114435;0,021960;1,078647;1,157834;0,053751;0,012377;0,035243;0,074434;0,128961;0,020129;0,093854;0,163177;0,379498;0,049369;0,298675;0,471517;0,143594;0,034380;0,092339;0,206040;0,106771;0,030531;0,060072;0,157218;0,001647;0,000982;0,000667;0,004000
42;0,085070;0,022539;0,047377;0,124565;0,108988;0,018393;0,078880;0,142490;0,191175;0,034398;0,136318;0,252254;4,646759;0,006545;4,637267;4,658415;6394,818656;80,760046;6268,953300;6548,174555;1047557096,157101;18221952,994901;1015681655,453842;1075116380,682231;0,012265;0,001235;0,010399;0,014360;0,136112;0,027565;0,091064;0,185224;1,121722;0,024532;1,081246;1,169988;0,055176;0,012967;0,035358;0,078098;0,135999;0,021832;0,098089;0,175073;0,397662;0,051588;0,314325;0,488539;0,150639;0,038128;0,095350;0,220805;0,110605;0,032721;0,060473;0,165056;0,001887;0,001050;0,000667;0,004000
