Month;Inflation_mean;Inflation_std;Inflation_p05;Inflation_p95;Unemployment_mean;Unemployment_std;Unemployment_p05;Unemployment_p95;TotalAdoption_mean;TotalAdoption_std;TotalAdoption_p05;TotalAdoption_p95;ExRate_mean;ExRate_std;ExRate_p05;ExRate_p95;MarketWage_mean;MarketWage_std;MarketWage_p05;MarketWage_p95;GovDebt_mean;GovDebt_std;GovDebt_p05;GovDebt_p95;NPL_mean;NPL_std;NPL_p05;NPL_p95;RefRate_mean;RefRate_std;RefRate_p05;RefRate_p95;PriceLevel_mean;PriceLevel_std;PriceLevel_p05;PriceLevel_p95;AutoRatio_mean;AutoRatio_std;AutoRatio_p05;AutoRatio_p95;HybridRatio_mean;HybridRatio_std;HybridRatio_p05;HybridRatio_p95;BPO_Auto_mean;BPO_Auto_std;BPO_Auto_p05;BPO_Auto_p95;Manuf_Auto_mean;Manuf_Auto_std;Manuf_Auto_p05;Manuf_Auto_p95;Retail_Auto_mean;Retail_Auto_std;Retail_Auto_p05;Retail_Auto_p95;Health_Auto_mean;Health_Auto_std;Health_Auto_p05;Health_Auto_p95
107;0,191692;0,021894;0,158020;0,237045;0,189509;0,011941;0,167660;0,208390;0,322383;0,020776;0,283791;0,356316;5,051972;0,022810;5,019616;5,100986;6511,930021;53,686528;6434,680825;6627,802813;13562538738,085127;569749942,145150;12488713199,559650;14397193027,982603;0,002813;0,000583;0,001947;0,003940;0,248889;0,003798;0,240505;0,250000;3,547991;0,452981;2,915564;4,540307;0,074643;0,007840;0,061098;0,087751;0,247740;0,013751;0,220986;0,267955;0,818604;0,034457;0,755997;0,866461;0,153115;0,021334;0,116068;0,191468;0,125224;0,020218;0,092005;0,157767;0,022022;0,004100;0,015385;0,029392
108;0,191901;0,022007;0,157955;0,237317;0,189907;0,011969;0,168180;0,208810;0,322837;0,020835;0,284528;0,357165;5,054585;0,023076;5,021866;5,104326;6509,620180;53,865630;6431,684838;6625,313411;13701829430,475254;588162847,889959;12594596227,416597;14563476813,424377;0,002754;0,000547;0,001964;0,003732;0,248879;0,003838;0,240293;0,250000;3,605709;0,467312;2,953904;4,630338;0,075033;0,007820;0,061403;0,087967;0,247804;0,013819;0,220986;0,268288;0,818876;0,034665;0,755997;0,868041;0,153791;0,021374;0,116678;0,191804;0,125710;0,020191;0,092407;0,157767;0,022303;0,004146;0,015385;0,029412
109;0,192109;0,022113;0,157978;0,237599;0,190271;0,011992;0,168840;0,209040;0,323296;0,020899;0,284933;0,357875;5,057178;0,023315;5,024100;5,107445;6507,426489;54,010907;6428,914068;6622,832893;13839335730,764786;607091135,918275;12697863518,509876;14728862703,513900;0,002719;0,000553;0,001923;0,003715;0,248871;0,003867;0,240146;0,250000;3,664445;0,482033;2,992805;4,722272;0,075442;0,007823;0,061916;0,088373;0,247854;0,013872;0,220986;0,268417;0,819075;0,034821;0,756683;0,868412;0,154493;0,021435;0,117746;0,192476;0,126269;0,020120;0,093210;0,158576;0,022565;0,004199;0,015385;0,030080
110;0,192310;0,022212;0,158025;0,237844;0,190651;0,012026;0,169160;0,209660;0,323753;0,020942;0,285439;0,358502;5,059729;0,023566;5,026519;5,110776;6505,317413;54,138389;6426,375933;6620,496358;13975032385,593948;626553406,209043;12798510493,806347;14893137620,212490;0,002674;0,000574;0,001847;0,003924;0,248863;0,003889;0,240070;0,250000;3,724209;0,497152;3,032244;4,816094;0,075859;0,007829;0,062418;0,088990;0,247893;0,013916;0,220986;0,268851;0,819262;0,034982;0,756683;0,869056;0,155188;0,021458;0,118752;0,192812;0,126842;0,020052;0,094014;0,158981;0,022853;0,004187;0,016054;0,030749
111;0,192500;0,022309;0,158114;0,237996;0,191029;0,012050;0,169560;0,209920;0,324212;0,021000;0,286076;0,359396;5,062236;0,023808;5,028813;5,114076;6503,280344;54,243944;6424,016168;6618,081201;14108882726,320606;646557462,459370;12896306763,953800;15056368081,628464;0,002636;0,000620;0,001756;0,004056;0,248856;0,003911;0,240052;0,250000;3,785016;0,512680;3,072250;4,911753;0,076281;0,007855;0,062721;0,089498;0,247931;0,013957;0,221008;0,268980;0,819426;0,035089;0,756683;0,870090;0,155871;0,021487;0,119423;0,193624;0,127494;0,020092;0,094932;0,159790;0,023087;0,004264;0,016054;0,030749
112;0,192680;0,022395;0,158208;0,238126;0,191412;0,012076;0,170140;0,210730;0,324654;0,021007;0,286915;0,359943;5,064700;0,024071;5,031084;5,117031;6501,299176;54,332015;6421,445230;6615,460441;14240857938,051119;667106317,148534;12991473726,062046;15218564920,245184;0,002601;0,000589;0,001767;0,003867;0,248848;0,003935;0,240085;0,250000;3,846881;0,528614;3,112811;5,009345;0,076695;0,007848;0,063038;0,090107;0,247959;0,013988;0,221008;0,269082;0,819552;0,035140;0,757025;0,870434;0,156527;0,021476;0,120429;0,194295;0,128074;0,020041;0,095852;0,161812;0,023442;0,004277;0,016054;0,030769
113;0,192854;0,022470;0,158313;0,238274;0,191784;0,012073;0,170880;0,211200;0,325081;0,021014;0,287320;0,360451;5,067110;0,024343;5,033386;5,120105;6499,373465;54,383770;6419,172039;6613,007428;14370925250,458462;688217838,865094;13083676606,303518;15379623478,914240;0,002584;0,000592;0,001676;0,003801;0,248841;0,003958;0,240144;0,250000;3,909825;0,544961;3,153941;5,108957;0,077098;0,007837;0,063645;0,090392;0,247984;0,014012;0,221008;0,269415;0,819693;0,035209;0,757025;0,870536;0,157151;0,021427;0,121771;0,195696;0,128649;0,020069;0,096541;0,161812;0,023737;0,004321;0,016054;0,031417
114;0,193018;0,022533;0,158344;0,238427;0,192150;0,012072;0,171200;0,211910;0,325514;0,020995;0,288333;0,361300;5,069498;0,024617;5,035498;5,123031;6497,498156;54,406882;6417,192366;6610,563260;14499052412,109148;709902026,902563;13173020991,504831;15538640531,654220;0,002551;0,000575;0,001740;0,003689;0,248836;0,003980;0,240216;0,250000;3,973860;0,561728;3,195578;5,210617;0,077509;0,007818;0,063853;0,090687;0,248005;0,014031;0,221008;0,269517;0,819802;0,035231;0,757711;0,870536;0,157814;0,021303;0,122778;0,196032;0,129211;0,020123;0,097060;0,162978;0,024085;0,004293;0,016722;0,031459
115;0,193181;0,022585;0,158370;0,238545;0,192516;0,012055;0,172000;0,212620;0,325909;0,020982;0,288695;0,361672;5,071806;0,024889;5,037424;5,126049;6495,665424;54,394353;6415,382718;6608,191390;14625201964,451794;732171135,948318;13259437843,960447;15695476402,745870;0,002548;0,000550;0,001714;0,003591;0,248833;0,003998;0,240258;0,250000;4,039013;0,578919;3,237767;5,314317;0,077881;0,007786;0,064062;0,090928;0,248028;0,014051;0,221008;0,269822;0,819895;0,035253;0,757711;0,870879;0,158389;0,021284;0,123449;0,196705;0,129806;0,020025;0,098150;0,164185;0,024333;0,004309;0,016745;0,032732
116;0,193339;0,022642;0,158432;0,238652;0,192865;0,012049;0,172440;0,212980;0,326307;0,021001;0,289130;0,362078;5,074091;0,025113;5,039431;5,128852;6493,880574;54,360022;6413,450405;6605,756933;14749347158,297548;755047638,559642;13342753513,121109;15851297461,056728;0,002513;0,000570;0,001656;0,003613;0,248832;0,004014;0,240312;0,250000;4,105301;0,596560;3,280553;5,420117;0,078264;0,007803;0,064480;0,091501;0,248043;0,014060;0,221008;0,270025;0,819976;0,035242;0,758053;0,870879;0,159037;0,021314;0,124455;0,198053;0,130328;0,020051;0,098189;0,164185;0,024601;0,004285;0,018048;0,032732
117;0,193496;0,022701;0,158439;0,238791;0,193204;0,012062;0,172860;0,213300;0,326694;0,021012;0,289434;0,362723;5,076335;0,025350;5,041740;5,131630;6492,143511;54,325710;6411,738094;6603,394714;14871438433,461027;778540761,265363;13422875027,276155;16005877708,988008;0,002499;0,000546;0,001605;0,003571;0,248832;0,004024;0,240376;0,250000;4,172748;0,614666;3,323871;5,528120;0,078636;0,007794;0,064683;0,091908;0,248059;0,014068;0,221030;0,270127;0,820064;0,035230;0,758053;0,871123;0,159662;0,021345;0,124455;0,198053;0,130800;0,020068;0,098592;0,164990;0,024909;0,004305;0,018048;0,032820
118;0,193641;0,022749;0,158526;0,238992;0,193540;0,012062;0,173100;0,213750;0,327114;0,020964;0,289999;0,362926;5,078561;0,025622;5,043311;5,134099;6490,449134;54,281933;6409,806879;6601,080884;14991443251,910007;802668037,799900;13499861407,046589;16159178490,134634;0,002478;0,000572;0,001533;0,003548;0,248834;0,004025;0,240425;0,250000;4,241361;0,633231;3,367838;5,638434;0,079044;0,007740;0,065299;0,092316;0,248071;0,014070;0,221030;0,270229;0,820128;0,035203;0,758053;0,871123;0,160322;0,021262;0,125461;0,198724;0,131425;0,020003;0,099678;0,165392;0,025157;0,004353;0,018048;0,033490
119;0,193776;0,022797;0,158609;0,239294;0,193901;0,012016;0,173700;0,214040;0,327507;0,020993;0,290260;0,363535;5,080738;0,025834;5,045236;5,136545;6488,770327;54,194050;6408,237758;6599,013426;15109329755,782080;827422083,259718;13573561928,539162;16311182963,774773;0,002472;0,000593;0,001629;0,003502;0,248839;0,004019;0,240524;0,250000;4,311160;0,652276;3,412406;5,751202;0,079425;0,007766;0,065604;0,093071;0,248082;0,014070;0,221053;0,270257;0,820183;0,035176;0,758053;0,871123;0,160912;0,021336;0,125797;0,199060;0,131974;0,020066;0,099719;0,165795;0,025520;0,004382;0,018048;0,034091
120;0,193897;0,022842;0,158704;0,239526;0,194244;0,012036;0,174060;0,214390;0,327932;0,020951;0,290767;0,364181;5,082895;0,026096;5,046876;5,139412;6487,118870;54,122176;6406,395949;6597,136666;15225061089,662329;852840517,561592;13643980249,044880;16461949938,113700;0,002468;0,000572;0,001683;0,003523;0,248845;0,004010;0,240608;0,250000;4,382157;0,671808;3,457600;5,866258;0,079838;0,007734;0,065807;0,093172;0,248094;0,014070;0,221075;0,270284;0,820276;0,035115;0,758053;0,871123;0,161529;0,021297;0,126132;0,199396;0,132555;0,020037;0,100242;0,166464;0,025889;0,004404;0,018692;0,034091
